Date,Value
2012-08-06,100.7352
2012-08-03,100.9294
2012-08-02,101.739
2012-08-01,101.2042
2012-07-31,101.1565
2012-07-30,101.3949
2012-07-27,101.2814
2012-07-26,101.7149
2012-07-25,102.4038
2012-07-24,102.6167
2012-07-23,102.2785
2012-07-20,101.6909
2012-07-19,101.3719
2012-07-18,101.421
2012-07-17,101.6817
2012-07-16,101.7199
2012-07-13,101.895
2012-07-12,102.2591
2012-07-11,101.929
2012-07-10,101.8737
2012-07-09,102.0267
2012-07-06,102.0288
2012-07-05,101.5378
2012-07-03,100.9843
2012-07-02,101.268
2012-06-29,101.2362
2012-06-28,102.3432
2012-06-27,102.2112
2012-06-26,102.3459
2012-06-25,102.5296
2012-06-22,102.2875
2012-06-21,101.9878
2012-06-20,101.5053
2012-06-19,101.3886
2012-06-18,101.9669
2012-06-15,101.8646
2012-06-14,102.16
2012-06-13,102.1715
2012-06-12,102.4066
2012-06-11,102.3696
2012-06-08,102.5314
2012-06-07,102.1088
2012-06-06,102.36
2012-06-05,102.9438
2012-06-04,102.8528
2012-06-01,103.0557
2012-05-31,103.038
2012-05-30,102.6514
2012-05-29,102.21
2012-05-25,102.2765
2012-05-24,102.1124
2012-05-23,102.185
2012-05-22,101.387
2012-05-21,101.3744
2012-05-18,101.4284
2012-05-17,101.2532
2012-05-16,101.2132
2012-05-15,100.8229
2012-05-14,100.5465
2012-05-11,99.9963
2012-05-10,99.9735
2012-05-09,100.0256
2012-05-08,99.6617
2012-05-07,99.329
2012-05-04,99.284
2012-05-03,98.9241
2012-05-02,98.8454
2012-05-01,98.5606
2012-04-30,98.5658
2012-04-27,98.5848
2012-04-26,98.8982
2012-04-25,99.0191
2012-04-24,99.0768
2012-04-23,99.3398
2012-04-20,99.0651
2012-04-19,99.3349
2012-04-18,99.1818
2012-04-17,99.0011
2012-04-16,99.4637
2012-04-13,99.2705
2012-04-12,98.9998
2012-04-11,99.4034
2012-04-10,99.5048
2012-04-09,99.1984
2012-04-06,99.1616
2012-04-05,99.1086
2012-04-04,99.0436
2012-04-03,98.3978
2012-04-02,98.4653
2012-03-30,98.674
2012-03-29,98.9584
2012-03-28,98.8227
2012-03-27,98.5098
2012-03-26,98.5622
2012-03-23,98.8369
2012-03-22,99.0344
2012-03-21,98.9223
2012-03-20,98.851
2012-03-19,98.5292
2012-03-16,98.7643
2012-03-15,99.0172
2012-03-14,99.1791
2012-03-13,98.7638
2012-03-12,98.8817
2012-03-09,98.631
2012-03-08,98.468
2012-03-07,98.8859
2012-03-06,99.0238
2012-03-05,98.4806
2012-03-02,98.3299
2012-03-01,97.9887
2012-02-29,97.9393
2012-02-28,97.9922
2012-02-27,98.1476
2012-02-24,98.0894
2012-02-23,98.2856
2012-02-22,98.4202
2012-02-21,98.1963
2012-02-17,98.4276
2012-02-16,98.5215
2012-02-15,98.3703
2012-02-14,98.3724
2012-02-13,98.0473
2012-02-10,98.2644
2012-02-09,97.7802
2012-02-08,97.7969
2012-02-07,97.7652
2012-02-06,97.9713
2012-02-03,98.013
2012-02-02,98.0343
2012-02-01,98.2867
2012-01-31,98.7343
2012-01-30,98.6858
2012-01-27,98.4587
2012-01-26,98.6173
2012-01-25,99.4968
2012-01-24,99.4098
2012-01-23,99.2081
2012-01-20,99.5942
2012-01-19,99.5473
2012-01-18,99.9051
2012-01-17,100.2357
2012-01-13,100.7487
2012-01-12,100.4511
2012-01-11,100.7867
2012-01-10,100.4893
2012-01-09,100.9832
2012-01-06,100.9544
2012-01-05,100.8177
2012-01-04,100.276
2012-01-03,99.9983
2011-12-30,100.6814
2011-12-29,101.0114
2011-12-28,101.1097
2011-12-27,100.7003
2011-12-23,100.6692
2011-12-22,100.6811
2011-12-21,100.8146
2011-12-20,100.736
2011-12-19,101.158
2011-12-16,101.1008
2011-12-15,101.1951
2011-12-14,101.5096
2011-12-13,100.8487
2011-12-12,100.6359
2011-12-09,99.9125
2011-12-08,99.9521
2011-12-07,99.5257
2011-12-06,99.5695
2011-12-05,99.3894
2011-12-02,99.6261
2011-12-01,99.5104
2011-11-30,99.788
2011-11-29,100.5422
2011-11-28,100.8373
2011-11-25,101.4591
2011-11-23,101.0347
2011-11-22,100.3064
2011-11-21,100.2852
2011-11-18,99.6522
2011-11-17,99.4559
2011-11-16,99.3901
2011-11-15,99.3704
2011-11-14,98.9969
2011-11-10,99.1436
2011-11-09,98.9531
2011-11-08,98.4441
2011-11-07,98.6567
2011-11-04,98.5798
2011-11-03,98.5906
2011-11-02,98.548
2011-11-01,99.0192
2011-10-31,97.5049
2011-10-28,96.8944
2011-10-27,97.0622
2011-10-26,98.371
2011-10-25,98.2395
2011-10-24,98.1803
2011-10-21,98.6356
2011-10-20,99.4313
2011-10-19,98.6267
2011-10-18,98.8972
2011-10-17,98.5532
2011-10-14,98.5309
2011-10-13,98.9749
2011-10-12,98.6422
2011-10-11,99.2195
2011-10-07,99.5678
2011-10-06,100.2751
2011-10-05,100.6245
2011-10-04,101.2743
2011-10-03,100.8437
2011-09-30,100.3493
2011-09-29,99.6582
2011-09-28,99.375
2011-09-27,99.2502
2011-09-26,100.1451
2011-09-23,100.0272
2011-09-22,100.4114
2011-09-21,98.6834
2011-09-20,98.2042
2011-09-19,98.2626
2011-09-16,97.4094
2011-09-15,97.359
2011-09-14,97.701
2011-09-13,97.5104
