@relation results

@attribute id numeric
@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute 'volume (btc)' numeric
@attribute 'volume (currency)' numeric
@attribute 'class label' {positive,negative}

@data
440,12.29,12.35,12.2,12.31,1110.261212,13641.487061,positive
441,12.32,12.4,12.11,12.2,4569.274849,55822.936933,positive
442,12.2,12.23,11.75,12.07,3692.252109,44268.466957,negative
443,12.01,12.74,11.93,12.22,4332.172428,52673.245541,negative
444,12.22,12.41,12.1,12.37,3553.575777,43632.217666,negative
445,12.35,12.45,12.2,12.43,3472.326639,42855.953167,negative
446,12.39,12.46,12.31,12.34,2513.848998,31183.917211,positive
447,12.44,12.46,12.24,12.42,1741.3898,21548.161377,negative
448,12.46,12.6,12.32,12.6,5124.745796,63764.15021,negative
449,12.5,13.01,12.42,12.59,5524.270221,70234.703099,negative
450,12.86,13.43,12.63,13.2,3202.160667,42022.987893,negative
451,13.2,13.59,13.02,13.45,4479.87872,59510.934133,negative
452,13.34,13.48,13.11,13.37,3494.465978,46592.933488,positive
453,13.3,13.37,13.3,13.36,509.444673,6792.093484,positive
454,13.35,13.36,13.1,13.29,1187.244801,15671.482665,negative
455,13.3,13.4,13.03,13.3,6444.033152,85391.129413,negative
456,13.13,13.41,13.13,13.35,2641.351974,35171.197644,negative
457,13.39,13.49,13.23,13.49,3925.656653,52584.398297,positive
458,13.49,13.52,13.05,13.52,5259.543639,70146.107654,negative
459,13.51,13.94,13.38,13.51,5949.656983,81315.802519,positive
460,13.51,13.57,13.28,13.38,1531.921007,20413.302946,negative
461,13.38,13.44,13.27,13.27,1217.808877,16244.382165,positive
462,13.28,13.29,12.85,13.2,5313.365783,69262.795437,positive
463,13.3,13.62,12.75,13.13,5416.932823,70572.780485,negative
464,13.13,13.4,13,13.4,4893.71657,64662.329332,negative
465,13.27,13.44,13.14,13.35,1866.131661,24823.758869,positive
466,13.38,13.41,13.2,13.2,2559.576356,33924.912382,positive
467,13.28,13.37,13.11,13.2,870.395647,11516.743413,positive
468,13.2,13.29,13.04,13.14,518.012096,6803.10946,positive
469,13.11,13.24,13.01,13.23,1511.901772,19799.934285,negative
470,13.23,13.25,13.09,13.24,1136.04127,14941.446257,positive
471,13.09,13.19,13.01,13.18,2247.798361,29347.153254,negative
472,13.18,13.25,12.91,13.2,3347.611481,43802.856654,negative
473,13.19,13.29,13.01,13.18,4176.881802,54906.897199,negative
474,13.18,13.28,13.11,13.22,274.786597,3632.418962,negative
475,13.13,13.29,13.1,13.2,1020.890233,13510.924251,positive
476,13.2,13.29,13.05,13.24,1641.785612,21619.470758,positive
477,13.24,13.24,12.77,13.22,2116.929409,27536.431323,negative
478,13.12,13.19,12.98,13.09,1840.848724,24114.049403,negative
479,13.09,13.26,12.96,13.19,3320.972053,43609.267022,positive
480,13.12,13.24,12.84,13.19,2700.253507,35364.473307,negative
481,13.19,13.19,13.03,13.15,1463.535849,19221.273754,positive
482,13.11,13.15,13.06,13.15,453.563089,5943.519607,negative
483,13.1,13.2,13.04,13.2,3935.248457,51741.808238,negative
484,13.2,13.5,13.05,13.5,6086.275155,81166.308116,negative
485,13.51,13.65,13.18,13.58,4640.267393,62258.099183,negative
486,13.67,14.19,13.5,14,3719.447379,51323.118233,negative
487,14,14.1,13.85,14,2405.626038,33619.01925,positive
488,14.02,14.07,13.84,13.89,2245.5632,31296.026994,positive
489,13.94,14.03,13.54,13.64,1578.509713,21695.647472,negative
490,13.65,14.1,13.5,14.1,4314.604598,60172.096408,negative
491,14.1,14.32,13.88,14.2,4961.379052,70161.088151,negative
492,14.15,14.65,14.01,14.53,5436.228758,78305.356247,negative
493,14.53,15.47,14.45,15.36,5227.756422,78132.716713,negative
494,15.34,15.7,15.17,15.57,6749.525678,104430.405346,positive
495,15.52,15.65,15.32,15.38,1993.540227,30700.79556,negative
496,15.48,15.69,15.38,15.5,1427.767472,22158.056599,negative
497,15.62,16.98,15.45,16.52,5634.628204,91833.14685,negative
498,16.53,17.6,16.45,17.35,3827.757,65908.212322,negative
499,17.5,17.6,16.86,17.5,4853.15538,83871.774637,negative
500,17.5,19.2,16,17.29,14880.170411,269214.383075,positive
501,17.15,17.72,16.12,17.49,5131.562689,87773.798617,positive
502,17.3,17.49,16.67,17.49,2485.896704,42385.893836,negative
503,17.49,17.6,17.08,17.6,2589.574188,45217.368052,negative
504,17.6,18.74,17.48,18.67,5344.518937,96361.463029,negative
505,18.6,19.85,18.53,19.35,4541.640004,87069.572291,positive
506,19.46,19.47,18.85,19.45,2557.507736,48878.947402,negative
507,19.45,21,19.27,20.46,5738.861152,115283.718834,negative
508,20.3,20.9,20.04,20.35,3503.83131,72116.848505,positive
509,20.35,20.53,19.5,19.82,4786.977974,94152.173198,negative
510,19.76,20.59,19.57,20.29,2479.421644,50025.840507,negative
511,20.55,20.7,19.9,20.3,4506.951134,92079.815006,positive
512,20.3,20.69,20.08,20.5,3193.307704,65127.975418,negative
513,20.56,20.99,20.33,20.91,3424.260011,71187.858298,negative
514,20.91,21.96,20.9,21.71,6307.576563,134111.517116,negative
515,21.95,22.63,21.81,22.4,2801.665954,62459.847976,negative
516,22.4,23.5,22.24,23.14,2134.078974,48434.125829,negative
517,23.46,23.8,22.85,23.7,2194.811363,51399.550148,negative
518,23.74,23.94,23.16,23.94,2978.347298,70368.403002,negative
519,23.94,25.85,23.87,25.47,8534.233954,212940.28219,negative
520,25.33,25.97,25,25,3983.639153,101818.261167,positive
521,25,27.5,22.42,27.4,12042.504984,304559.444222,negative
522,27.4,27.56,26.72,27,3145.143173,85416.684737,positive
523,27.43,27.58,26.71,27.5,2782.389487,75384.615489,positive
524,27.36,27.5,25.25,26.98,7942.000112,208241.439716,negative
525,26.81,27,26.29,26.92,3103.541936,82786.803513,negative
526,26.92,29.5,26.7,29.39,9541.051772,269205.918943,negative
527,29.39,30.07,29.21,30,3832.393223,113554.95137,negative
528,30,30.14,29.6,30,3576.112024,106946.575931,negative
529,29.96,31.49,29.9,30.4,6182.202274,188602.712863,positive
530,30.37,30.44,27.67,29.54,3865.848259,112006.749698,negative
531,29.55,30.37,29.08,29.78,1590.77752,47358.788312,negative
532,29.79,30.49,29.78,30.43,1564.848678,47315.239867,negative
533,30.43,32,29.85,31.1,5071.901744,156914.911442,negative
534,31.01,31.77,30.45,31.31,3168.544415,98872.371815,negative
535,31.31,34.42,31.31,33.53,6726.874325,222654.288642,negative
536,33.53,34.75,33.25,34.55,3666.425829,125024.617703,negative
537,34.55,34.77,33.6,34.16,2128.57214,72650.361732,negative
538,34.29,34.34,33.91,34.33,1136.626083,38835.950307,negative
539,34.33,37,34.24,36.52,6165.244721,218170.508068,negative
540,36.56,41,36.53,40.75,6476.19221,255026.774571,negative
541,40.66,49.17,40.66,42.32,10298.43893,477703.029559,positive
542,42.31,46,33,41.68,16259.06198,656197.274601,negative
543,41.68,44.37,40.56,43.76,4388.759446,187903.312041,negative
544,43.77,46,42,46,3829.21996,169630.81739,negative
545,45.76,47,45,45.29,1252.097714,57957.990572,negative
546,45.97,48.38,45.6,48.25,3400.785946,160700.388498,positive
547,48.15,48.25,36,44.84,11195.695625,484836.089281,negative
548,44.29,47.09,44.2,46.99,3290.234405,152004.663614,negative
549,46.99,47.97,46.8,46.95,3527.687091,167173.932029,positive
550,46.95,47.29,46.9,46.9,1063.764438,50102.52266,positive
551,46.93,47,46.58,46.74,909.755634,42583.453596,negative
552,46.7,47.24,46.7,47.24,1102.960298,51827.611067,negative
553,47.24,51.1,46.98,50.35,5924.103027,285215.391207,negative
554,49.87,60,48,59.41,9303.9379,514314.618865,negative
555,59.46,67.99,58.86,64.2,8546.006802,529201.136704,negative
556,65.13,76.91,64.61,72.23,9864.56711,697134.340796,positive
557,70.87,74.47,65,69.9,5462.696552,385986.766576,positive
558,68.81,72,50.09,63.9,13092.947284,799580.956693,negative
559,64.37,71,63.36,70.22,3627.694804,249504.607032,negative
560,70.22,80,69.25,75.11,8198.252314,600261.14396,negative
561,74.3,100,74.3,79.81,6748.681118,536804.556155,negative
562,79.81,89.99,78.75,89.3,6073.079583,528292.734329,negative
563,89.4,97,80,88.52,9823.473358,885159.099456,positive
564,88.96,94,84,90,6658.416937,598347.504195,negative
565,90.49,95,89.31,92.11,1799.520755,167125.877807,negative
566,92.12,96.15,92.12,96.15,2003.817698,188706.624001,negative
567,95.5,106.5,93.7,104.7,6540.705268,651512.715063,negative
568,103.73,116,100.1,116,6441.039003,703416.046869,negative
569,116,158.41,110,133.78,15003.948504,1942177.68173,negative
570,133.87,150,119,135,7265.273001,962558.350838,negative
571,134.67,200,127.09,141.8,7564.277722,1059570.01467,negative
572,141.8,150.03,138.5,141,3504.273954,496447.039362,negative
573,141,165.1,140.65,164.97,6737.212447,1031866.57769,negative
574,164.97,198,162,185.6,13411.063235,2441789.84283,negative
575,185.6,235.29,164.34,229,11211.788784,2408925.32725,positive
576,228.94,259.34,70,162,20889.47079,3647719.87563,positive
577,162,179,50,83.4,37205.884923,3955205.77341,positive
578,81.02,112,45,109.9,29095.908187,2208419.00352,negative
579,109.9,119,85,91.64,16830.843143,1708591.8133,positive
580,90.44,99.99,81.94,91.11,5777.573331,549492.063162,positive
581,91.79,99.8,60,74,19578.128716,1685980.11071,positive
582,73.99,82,49.8,68.09,35706.586293,2335121.24988,negative
583,67.85,101.12,60,89.98,30854.424119,2607701.51645,negative
584,89.98,111.23,78.92,109.3,16527.459716,1599320.96348,negative
585,109.3,140.2,100,117.71,25498.952048,3014004.73017,negative
586,118.11,129.79,114.27,126.55,7474.814248,917496.790115,positive
587,126.55,129,101,118.81,17188.090771,2014050.16898,negative
588,118.91,125.01,116,123.74,6675.549458,806995.964153,negative
589,123.73,138.87,121.12,137.29,13391.870558,1754207.7159,negative
590,137.3,161,134.98,149,21232.850345,3132037.00271,positive
591,150,170.28,123.2,141.9,16566.091694,2371208.93102,positive
592,141.9,142.53,126.68,137.3,10688.921088,1434028.95266,positive
593,137.3,148.61,125.76,128.8,6686.075088,880153.625563,negative
594,128.8,148.18,121.57,135.28,5136.5255,687058.926926,negative
595,135.31,151.65,123.96,143.31,10485.462135,1481409.03727,positive
596,143.32,144.99,133.89,139.88,8465.297181,1177535.61305,positive
597,139.87,140.3,104.9,116.75,21104.90213,2571869.92517,positive
598,116.75,127.24,93.01,106.81,21725.133598,2337279.83554,positive
599,107.02,108,81.5,98.08,26863.564446,2454817.07218,negative
600,98.08,115.64,94,112.62,15910.128077,1680499.98747,negative
601,112.89,118.76,106.5,116.57,9033.941778,1027108.58557,negative
602,116.9,123.97,105,112.71,17251.555614,2019204.73397,positive
603,112.67,112.95,98.77,110,14941.552635,1598932.96123,negative
604,110.92,116.29,109.41,113.16,8261.640642,933648.941262,positive
605,113.16,113.95,109,111.96,6725.708427,747542.349958,negative
606,111.96,119.98,109.2,117.9,10480.135119,1210254.42227,positive
607,117.9,118.5,112.95,115.04,4692.104967,541315.23033,positive
608,115.58,117.86,113,114.5,3366.703035,386962.630651,negative
609,115.05,117.48,113.55,115.99,3412.041234,396130.056085,positive
610,115.98,117.9,103.5,107,12120.007839,1369310.42958,positive
611,107,113,101.72,108.95,10914.518295,1187889.93529,negative
612,108.96,113.35,108.35,113.35,7515.761663,834106.764228,negative
613,113.36,118.16,112.82,116.73,9721.360895,1122824.59943,negative
614,117.51,118.55,115.99,118.49,3906.230902,458946.997832,positive
615,118.49,118.98,114.1,116.38,4800.361432,562576.336413,negative
616,117.27,118.94,114.03,116.55,4541.309886,533212.729612,negative
617,117.81,118.56,116.9,117.5,3656.254723,430370.519695,negative
618,117.25,119.48,117,119.11,7275.604712,861702.645935,negative
619,118.45,123.9,118.36,123.84,10212.795461,1235081.77517,negative
620,123.84,129.94,122.52,128.7,13193.582034,1667171.42645,negative
621,128.65,129.73,126.03,128.97,5146.705199,659629.109562,negative
622,128.98,130.29,127.97,129.5,3916.064675,507344.036504,positive
623,130.27,130.6,120.33,126.25,7413.811806,944067.49104,positive
624,126.2,127.11,123,125.92,6072.757805,762645.769978,negative
625,125.99,130.4,125.53,130.35,9946.839237,1276086.57198,negative
626,130.01,131,124.9,126.81,9432.356132,1215580.34737,positive
627,126.78,129.87,125.06,127.91,5633.948496,720534.77783,negative
628,127.76,128.86,127.09,128.77,3406.485173,436509.996284,positive
629,128.77,128.8,117.02,123,15138.129012,1845021.66296,positive
630,123.35,125.01,117,123.22,8850.29223,1064544.61947,negative
631,123.22,123.66,116.32,120.57,7975.858718,962931.138875,negative
632,120.58,122.74,119.65,121.2,4733.026949,571825.811992,positive
633,120.98,121.33,118.43,118.78,4936.978171,592802.383907,positive
634,118.78,119.16,107,110.18,18261.476096,2063005.12196,positive
635,110.17,112.46,108.44,109.11,5055.007114,554176.461121,positive
636,109.11,110,90,100.17,30734.498885,2998512.84255,negative
637,100.17,107.9,93.1,104.22,13536.558408,1380204.73275,negative
638,104.21,108,102.97,107.36,5234.35334,556199.672774,negative
639,107.35,111.18,105.01,106.56,7612.620553,823736.488912,positive
640,106.1,108.43,95,102,8047.280501,832544.86581,positive
641,101.86,102.95,95,99.01,10698.412007,1065910.00264,negative
642,99.01,105,96.22,99.42,4243.407718,424828.538082,positive
643,99.43,101.11,98,99.37,3089.734628,307992.693728,negative
644,98.74,101.47,98.29,100,4785.76602,478802.763334,negative
645,100.39,108.18,99.99,104.5,10874.743297,1140452.08902,negative
646,104.49,107.5,102,105.24,5483.535733,577287.674325,negative
647,105.24,108,102.47,102.61,9088.525476,962034.201904,positive
648,103,104.86,90,101.8,12331.663001,1230642.17622,negative
649,101.29,103,98.55,100,3350.325571,337220.753465,positive
650,100,101.45,98.5,100.41,1977.392706,197763.914875,positive
651,100.4,102.3,95,99.47,9702.68839,955431.21947,negative
652,98.83,101,97.47,97.87,5294.051796,526380.465821,positive
653,97.57,99.98,96.13,98.77,4940.407779,485879.380575,positive
654,98.75,98.76,96,96.31,4937.416754,482170.118531,positive
655,96.98,97.45,88.01,89.96,18557.529003,1703663.18935,positive
656,89.2,91.61,86.2,88.98,4373.624403,391126.872881,positive
657,88.83,90.3,88.01,89.53,2390.674413,213259.265743,positive
658,89.41,90.16,80.94,84.5,20854.468692,1784030.16367,negative
659,83.41,88.5,81.9,88,12666.391487,1091461.181,positive
660,88.04,89.56,75.11,77.01,20740.885525,1710179.1694,positive
661,77.33,83.9,70.06,79.4,21957.432144,1691620.95722,positive
662,79.4,79.4,63.26,66.93,32935.365929,2322214.82813,positive
663,67.13,72.88,63,66.34,17245.958282,1159112.18342,negative
664,66.34,73.96,64.5,73.96,6858.522318,469984.471535,negative
665,73.97,76.94,70.1,74.4,18669.578,1384339.33483,positive
666,74,76.01,70.25,75.01,15908.999906,1169344.19482,negative
667,75,86.64,74.81,86.19,27275.18413,2179299.91871,negative
668,86.13,89.96,83.85,87.13,17311.056983,1492886.49816,negative
669,87.81,100,86.6,90.17,32060.829853,2989656.86071,positive
670,90.19,92.04,87.15,91.67,6004.555805,538042.605404,negative
671,91.67,93,88.87,90.03,5202.941622,477764.625489,negative
672,90.02,95,88.11,93.78,13030.66102,1214281.36642,positive
673,93.76,93.9,89.09,91.55,9285.47355,855968.471825,positive
674,91.61,92.37,89,90.97,7404.866459,673002.465609,positive
675,90.96,91,77,85.28,21446.666068,1768889.17047,negative
676,85,88,83.21,86.51,8689.960752,738754.762093,negative
677,86.51,87.07,84.27,85.04,4451.474868,383279.822568,positive
678,85.02,86.99,84.25,85.93,2907.862211,248381.123898,negative
679,85.73,87.08,83,85.6,8294.018168,714113.83294,positive
680,85.59,88.88,82,86.98,13038.501308,1117223.67592,negative
681,86.88,88.48,85.73,88.42,9276.4211,811057.722528,negative
682,88.42,90.66,87.08,90.16,10416.880096,930982.634799,negative
683,90.1,91.77,88.56,89.95,6500.584404,587206.383673,positive
684,89.97,90.16,87.8,88.16,3489.15397,309697.137167,negative
685,88.16,94.01,87.9,92.71,7294.352962,666995.748166,negative
686,92.72,93.5,90.54,93.39,10250.8406,950239.350736,negative
687,93.45,97,92.7,96.57,11695.367568,1104665.03189,negative
688,96.98,101,95,98.28,17025.384374,1678360.43838,positive
689,97.77,98.44,95.15,96.62,7832.160505,760732.06641,positive
690,96.63,98.71,93.03,95.85,15553.072969,1501708.34593,positive
691,95.82,97,93.98,95.55,4499.94673,430566.291843,negative
692,95.54,96.61,95.5,96.38,3019.671299,290561.479653,negative
693,96.38,98.92,96,97.81,11003.413533,1073769.09857,negative
694,97.88,98.98,97.07,97.69,9248.612095,908586.618202,positive
695,97.7,98.32,95.5,97.09,7127.855552,693217.229971,positive
696,97.09,97.14,91.11,94.27,14017.032657,1325286.08979,positive
697,94.26,95.75,90,92.27,12311.243026,1143557.30096,negative
698,92.72,94.25,92.14,93.51,3115.455059,290393.265973,negative
699,93.51,94.58,93.12,94.09,1863.552563,174827.361636,negative
700,94,96.18,93.31,95.35,7203.733652,679474.993074,negative
701,95.37,98.19,94.24,98.15,12840.285037,1239041.47111,negative
702,97.75,101,97.03,99.19,17997.71862,1783880.82552,positive
703,99.19,100.01,96.68,98.08,9533.32415,940033.723414,positive
704,98.09,99,96.5,98.25,9306.113082,911378.009711,negative
705,98.26,99.82,97.48,99.71,5533.565841,546813.600887,negative
706,99.71,99.99,98.41,99.3,2757.607492,273310.678839,negative
707,99.32,105.16,99,102.85,20223.508524,2065412.26713,negative
708,102.85,104.88,100.38,104.87,11512.554733,1193373.71381,negative
709,104.87,114,104.56,110.43,23925.718079,2587111.51038,negative
710,111.52,113.02,107.98,109.12,12231.931717,1361634.16527,positive
711,109.12,109.9,104.2,107.65,9469.676297,1020971.50101,negative
712,107.91,110.33,106.64,109.15,4332.68698,470201.793074,negative
713,109.15,113.28,109.15,113.12,9343.162734,1042214.41876,negative
714,113.12,113.3,110.27,111.9,10842.803424,1215561.26365,negative
715,111.85,118.93,111.76,117.75,18924.739612,2210936.62009,negative
716,117.74,119.63,117.04,117.91,10195.731194,1208109.80472,negative
717,117.91,120,117,118.5,9789.338854,1161548.03872,negative
718,118.91,126.14,118.04,124.86,17374.357991,2133543.00413,negative
719,124.86,134.95,124.8,128,19981.343642,2581915.04422,negative
720,127.9,132.09,126.79,130.66,8021.563236,1043482.28941,negative
721,130.65,132,128.52,130.15,8939.399803,1167225.44006,positive
722,129.4,131,127,129.18,11994.576619,1552522.52213,positive
723,129.2,129.94,115.21,122.81,18821.050128,2340303.32518,positive
724,121.65,127.5,116.07,122.5,19236.832295,2346207.05056,positive
725,122,124.54,115.21,117.67,19391.208254,2335197.85726,positive
726,116.56,122.16,115.5,119.93,9676.997497,1149614.72872,positive
727,119.91,120.94,116,118.34,5458.685891,646449.3152,negative
728,118.37,124.13,115,121.68,21345.726337,2549732.45913,negative
729,121.68,124.26,120.8,122.07,11319.889748,1390108.09331,negative
730,122.08,127.72,118,127.55,18550.21386,2279418.66336,negative
731,127.54,128.5,123.1,126.38,13856.210633,1758477.13812,negative
732,126.38,128.79,125.05,127.71,9309.949196,1188163.73562,positive
733,127.71,128,123.05,124.49,8711.863836,1091621.44982,positive
734,124.49,126.25,123,125.36,5360.882429,668057.124079,negative
735,125.36,126.71,124.03,126.27,7602.347852,956623.381753,negative
736,126.28,127.69,125.47,126.92,8852.613572,1122508.39838,negative
737,126.92,128,124.2,127,13495.711054,1717516.51057,positive
738,127,127.95,123.02,124.18,10236.248138,1284383.54083,positive
739,124.17,126.02,121.16,122.91,10505.080093,1300731.8924,positive
740,122.92,124.1,121.7,123.39,4154.192024,511630.169208,positive
741,123.38,123.5,122.35,123.27,2882.091302,354432.284229,negative
742,123.27,123.99,121.54,122.63,7736.933957,952118.149369,positive
743,122.81,124.01,121.77,123.86,10183.16714,1251562.3131,negative
744,123.75,125,123.23,123.25,8053.184401,1001020.1755,positive
745,123.32,124.9,123,124.84,7784.843209,966665.001197,negative
746,124.85,126.96,124.35,126.95,12117.323416,1525024.16412,negative
747,126.95,127,124.01,126.54,6320.258364,797901.758369,negative
748,126.5,128.8,126.08,127.01,6745.394504,859516.02422,positive
749,127,127.53,122.77,126.25,11530.524718,1452542.55416,negative
750,126.25,127.93,125.54,127.33,7513.83496,955656.533593,positive
751,127.31,127.8,85,103.85,60639.388987,6648985.99449,negative
752,103.85,118.79,102,117.63,26112.763871,2880250.99266,negative
753,117.62,122.98,116.48,121.94,13194.575954,1592026.85882,negative
754,121.94,122.29,121.11,121.2,2942.636011,357487.432459,negative
755,121.25,122.49,121.13,122.49,3926.341318,478718.001989,negative
756,122.49,124.49,120.11,123.5,11885.1346,1461029.42013,negative
757,123.5,125.17,122.17,124.13,13183.373849,1633356.50515,negative
758,124.5,127.99,122.3,125.9,18933.761263,2371894.59232,negative
759,125.79,126.8,124.9,126.8,11382.146269,1432857.87207,negative
760,126.8,127.42,125.93,127.38,7866.704908,996941.185815,negative
761,127.38,128,126.01,127.98,7571.272863,964578.816896,negative
762,127.58,133,127.57,132.82,12574.14781,1635271.29668,negative
763,132.83,138.22,132,135.42,21256.280571,2875362.92606,negative
764,135.43,147.39,134.09,142.76,22232.079113,3088042.72708,negative
765,142.75,147,137.38,137.56,26332.896317,3755375.38772,positive
766,137.54,145,135,143.94,16767.052479,2377733.44342,negative
767,143.94,154.69,143.23,152.89,23007.230976,3412142.60039,negative
768,152.89,172,152.44,166,37966.98264,6198648.27158,negative
769,166,166.6,162.54,166.59,5667.345882,936151.90426,negative
770,166.6,181.93,166.05,180.13,33107.72111,5817807.45365,negative
771,180.15,196.27,179,189.75,41865.067155,7918494.24904,negative
772,189.74,203.96,185,203.96,24326.014754,4773924.0418,positive
773,203.94,206.6,156.2,193.87,55593.927006,10335518.3181,positive
774,194,194,167.67,186.6,32779.542907,5880692.27697,negative
775,187.5,190,177,179.56,9644.320719,1756970.52768,negative
776,180.39,195,179.5,194,10095.565834,1905642.7627,negative
777,194.99,197.5,190.8,196.62,12248.66456,2386611.42175,negative
778,196.62,205,195.32,204.69,16744.506491,3351774.65329,negative
779,204,206,195,197.54,25494.14807,5125567.00675,positive
780,197.58,203.75,195.1,203.54,13741.490747,2753814.5177,negative
781,203.54,203.54,200.23,202.15,4962.809002,1005501.89369,negative
782,202.14,205.15,201.2,204.86,6600.098259,1347852.00791,negative
783,204.86,210,203.51,210,11227.96296,2318517.97437,negative
784,210,230.4,207.22,226.83,28261.788148,6231108.00819,negative
785,227.29,250.79,226,242.9,42583.700828,10150722.3943,negative
786,242.9,265,241.11,263.24,40026.706867,10223187.0298,negative
787,263.24,297.8,263.24,291,49703.851801,14082029.3529,negative
788,291,334.45,288.81,334,40186.158643,12776887.1011,negative
789,333.9,363.65,298.95,341.24,44361.21178,15025763.0817,positive
790,341.24,341.24,265.01,323,67237.407481,20149735.5576,negative
791,323,349.9,310.1,343.91,26943.378243,9015515.23115,negative
792,343.63,357,340.01,354.96,19748.281502,6921644.42985,negative
793,354.94,399.89,354.94,393.5,38689.801932,14659881.4866,negative
794,393.5,421.97,381,416.95,31638.477442,12964568.3411,negative
795,416.88,431.36,390,412,32323.206238,13499273.2322,negative
796,412.07,447.47,406.92,434.53,17983.460039,7793030.60808,negative
797,434.53,480,434.53,477.38,25991.595174,12023172.9224,negative
798,478.1,669.55,471.23,669.01,57089.078954,31381658.8466,negative
799,669,755,378,536.01,71560.945967,42781180.4573,positive
800,536.01,619,440,599,57711.507221,31281411.683,negative
801,600,730,580.37,720,30720.731294,20465236.2166,negative
802,720,799.8,683.2,795,25125.128464,18684196.0205,negative
803,794,874.81,785,829.15,20338.864613,16939266.4412,positive
804,829.15,842.78,747,800.05,20130.687489,16005407.9116,negative
805,800.01,838.2,770.1,817.88,23042.052325,18613262.5828,negative
806,811.95,919,801,916.3,29793.025088,25303731.277,negative
807,915.01,969,879.99,963.98,30325.529744,28417752.6389,negative
808,963.98,1050.18,931,1012.98,36898.593645,36845640.4786,negative
809,1012,1141,988.22,1131.99,21873.313346,23302931.9915,negative
810,1131.99,1163,1080,1119.52,12907.559091,14615036.9155,positive
811,1119.52,1123.11,795.6,955,61544.380821,58200765.2574,negative
812,955,1057,925.16,1047.47,31516.725308,31532295.8101,negative
813,1037.11,1088,1000,1055,12567.591678,13203131.0979,negative
814,1055,1153.27,1052.1,1132.01,14433.509782,16043748.471,positive
815,1135,1138.58,848.42,1023.87,55262.65699,53884378.3229,positive
816,1020.51,1033.13,796.73,814.91,52688.661744,47122565.4517,positive
817,809.72,844,542.38,693.3,79852.423783,56441847.0928,negative
818,693.3,797,651,787,27465.082709,20123346.7999,negative
819,787,899.99,766.66,899.9,28510.03873,24732146.8925,negative
820,899.91,989.6,895.01,979.23,22694.679933,21368342.5579,positive
821,979.07,988,804,879.04,31708.382031,28233929.4491,positive
822,879.04,898.9,832.01,871.22,13973.524134,12057068.093,negative
823,871.22,920.42,850,885.98,14766.951078,13039090.3861,positive
824,888.47,895,841.01,850.78,7426.552035,6389855.35895,positive
825,850.78,869.98,803.51,862,11638.000407,9757006.64565,positive
826,861.98,864,651.34,691,58806.704104,42965517.3141,positive
827,690.5,750,612.51,673.62,43034.028359,29259655.7765,positive
828,675,680.7,382.21,520,137070.178338,72340781.1239,negative
829,520,700,492.91,685,56734.109272,35307986.5962,negative
830,685.1,719.97,570,610,40959.74062,26720103.7023,positive
831,610,648.88,550,595.03,19218.170963,11533044.7838,negative
832,595.07,690,575.61,612.66,17673.233986,11228765.4383,negative
833,612.66,665,607.77,654.76,13100.164165,8341248.22951,negative
834,654.76,668.8,628.11,652.99,12795.80403,8297360.83671,negative
835,653.57,681.24,636.99,679.01,6653.009651,4396958.69655,negative
836,679.01,764.32,677.57,747,28028.638357,20282421.9186,negative
837,747.83,762.1,702.26,721.08,16261.662827,11826312.7317,positive
838,723.98,736.01,682.22,715,13385.190853,9603991.12648,positive
839,715,732,703.45,728,8121.305818,5826581.68698,negative
840,728.01,740,722.81,736.51,6600.239155,4845439.25327,positive
841,736.51,739,709,732,7919.32033,5763630.73438,negative
842,732,757.99,729.01,754.9,7907.637862,5894781.56651,negative
843,751.88,798.7,742.5,784.19,15134.169007,11633164.7368,negative
844,784.19,818.99,767.62,809.4,14860.262828,11866892.7388,negative
845,808.24,830,790.2,828.79,10990.142947,8946715.8141,negative
846,828.79,948,826.07,905,24075.949596,21230765.7621,negative
847,905,995,876,919.24,25886.906391,24246321.6847,positive
848,915.8,943,785,785,34063.521208,29225267.9638,positive
849,785,849.79,765,823.45,26315.758529,21306391.417,negative
850,823.94,848,779.78,824.76,25302.244201,20628555.6464,negative
851,825.5,861.4,799.41,852.61,12846.16052,10655064.1565,negative
852,851.63,909.96,849.51,896.59,16130.916513,14243532.4038,positive
853,895,905,826.46,844.05,12189.175479,10461247.1865,positive
854,844.04,844.05,783.11,823,19366.391593,15778072.0316,negative
855,823.99,837,800,815.99,9729.543914,7987929.48985,negative
856,815.99,850.26,805.18,841.14,12267.774496,10276214.3207,positive
857,841.14,849,810.01,814.4,8215.451663,6803847.50382,positive
858,814.4,821,765,797.2,17114.939537,13611629.4982,negative
859,796.97,817.12,796,810,5486.841521,4434018.8081,negative
860,810,842.07,791.01,842.07,8418.008045,6914603.1913,negative
861,841.5,845,815,826.02,6968.156705,5790539.51398,positive
862,826.02,834.5,814,824.89,7669.59937,6301148.48026,positive
863,824.88,824.99,801,819.2,8309.094075,6765579.61526,positive
864,819.2,823.28,801.1,812,7395.009492,6000294.66357,positive
865,810.95,811.74,767.02,780,15775.202537,12410344.0732,negative
866,780,817,773.4,806.8,8705.564013,6936521.89119,negative
867,806.81,834,795.01,814.75,9704.137262,7950475.94949,positive
868,814.67,823,725,751.95,25194.236626,19561840.5752,negative
869,750.95,812.93,740.01,788,20042.816137,15664564.8578,negative
870,785.51,804.95,781.99,794.21,7044.521562,5597907.36478,negative
