@relation bitcoin_weekly-weka.filters.unsupervised.attribute.Remove-R1

@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute 'volume (btc)' numeric
@attribute 'volume (currency)' numeric
@attribute 'class label' {BUY,SELL,HOLD}

@data
13.34,13.48,13.11,13.37,3494.465978,46592.933488,SELL
13.3,13.37,13.3,13.36,509.444673,6792.093484,HOLD
13.35,13.36,13.1,13.29,1187.244801,15671.482665,SELL
13.3,13.4,13.03,13.3,6444.033152,85391.129413,BUY
13.13,13.41,13.13,13.35,2641.351974,35171.197644,BUY
13.39,13.49,13.23,13.49,3925.656653,52584.398297,BUY
13.49,13.52,13.05,13.52,5259.543639,70146.107654,HOLD
13.51,13.94,13.38,13.51,5949.656983,81315.802519,BUY
13.51,13.57,13.28,13.38,1531.921007,20413.302946,HOLD
13.38,13.44,13.27,13.27,1217.808877,16244.382165,BUY
13.28,13.29,12.85,13.2,5313.365783,69262.795437,HOLD
13.3,13.62,12.75,13.13,5416.932823,70572.780485,HOLD
13.13,13.4,13,13.4,4893.71657,64662.329332,BUY
13.27,13.44,13.14,13.35,1866.131661,24823.758869,BUY
13.38,13.41,13.2,13.2,2559.576356,33924.912382,HOLD
13.28,13.37,13.11,13.2,870.395647,11516.743413,HOLD
13.2,13.29,13.04,13.14,518.012096,6803.10946,HOLD
13.11,13.24,13.01,13.23,1511.901772,19799.934285,HOLD
13.23,13.25,13.09,13.24,1136.04127,14941.446257,BUY
13.09,13.19,13.01,13.18,2247.798361,29347.153254,HOLD
13.18,13.25,12.91,13.2,3347.611481,43802.856654,HOLD
13.19,13.29,13.01,13.18,4176.881802,54906.897199,HOLD
13.18,13.28,13.11,13.22,274.786597,3632.418962,HOLD
13.13,13.29,13.1,13.2,1020.890233,13510.924251,HOLD
13.2,13.29,13.05,13.24,1641.785612,21619.470758,HOLD
13.24,13.24,12.77,13.22,2116.929409,27536.431323,SELL
13.12,13.19,12.98,13.09,1840.848724,24114.049403,SELL
13.09,13.26,12.96,13.19,3320.972053,43609.267022,SELL
13.12,13.24,12.84,13.19,2700.253507,35364.473307,SELL
13.19,13.19,13.03,13.15,1463.535849,19221.273754,SELL
13.11,13.15,13.06,13.15,453.563089,5943.519607,SELL
13.1,13.2,13.04,13.2,3935.248457,51741.808238,SELL
13.2,13.5,13.05,13.5,6086.275155,81166.308116,SELL
13.51,13.65,13.18,13.58,4640.267393,62258.099183,SELL
13.67,14.19,13.5,14,3719.447379,51323.118233,SELL
14,14.1,13.85,14,2405.626038,33619.01925,SELL
14.02,14.07,13.84,13.89,2245.5632,31296.026994,SELL
13.94,14.03,13.54,13.64,1578.509713,21695.647472,SELL
13.65,14.1,13.5,14.1,4314.604598,60172.096408,SELL
14.1,14.32,13.88,14.2,4961.379052,70161.088151,SELL
14.15,14.65,14.01,14.53,5436.228758,78305.356247,SELL
14.53,15.47,14.45,15.36,5227.756422,78132.716713,SELL
15.34,15.7,15.17,15.57,6749.525678,104430.405346,SELL
15.52,15.65,15.32,15.38,1993.540227,30700.79556,SELL
15.48,15.69,15.38,15.5,1427.767472,22158.056599,SELL
15.62,16.98,15.45,16.52,5634.628204,91833.14685,SELL
16.53,17.6,16.45,17.35,3827.757,65908.212322,SELL
17.5,17.6,16.86,17.5,4853.15538,83871.774637,SELL
17.5,19.2,16,17.29,14880.170411,269214.383075,SELL
17.15,17.72,16.12,17.49,5131.562689,87773.798617,SELL
17.3,17.49,16.67,17.49,2485.896704,42385.893836,SELL
17.49,17.6,17.08,17.6,2589.574188,45217.368052,SELL
17.6,18.74,17.48,18.67,5344.518937,96361.463029,SELL
18.6,19.85,18.53,19.35,4541.640004,87069.572291,SELL
19.46,19.47,18.85,19.45,2557.507736,48878.947402,SELL
19.45,21,19.27,20.46,5738.861152,115283.718834,SELL
20.3,20.9,20.04,20.35,3503.83131,72116.848505,SELL
20.35,20.53,19.5,19.82,4786.977974,94152.173198,SELL
19.76,20.59,19.57,20.29,2479.421644,50025.840507,SELL
20.55,20.7,19.9,20.3,4506.951134,92079.815006,SELL
20.3,20.69,20.08,20.5,3193.307704,65127.975418,SELL
20.56,20.99,20.33,20.91,3424.260011,71187.858298,SELL
20.91,21.96,20.9,21.71,6307.576563,134111.517116,SELL
21.95,22.63,21.81,22.4,2801.665954,62459.847976,SELL
22.4,23.5,22.24,23.14,2134.078974,48434.125829,SELL
23.46,23.8,22.85,23.7,2194.811363,51399.550148,SELL
23.74,23.94,23.16,23.94,2978.347298,70368.403002,SELL
23.94,25.85,23.87,25.47,8534.233954,212940.28219,SELL
25.33,25.97,25,25,3983.639153,101818.261167,SELL
25,27.5,22.42,27.4,12042.504984,304559.444222,SELL
27.4,27.56,26.72,27,3145.143173,85416.684737,SELL
27.43,27.58,26.71,27.5,2782.389487,75384.615489,SELL
27.36,27.5,25.25,26.98,7942.000112,208241.439716,SELL
26.81,27,26.29,26.92,3103.541936,82786.803513,SELL
26.92,29.5,26.7,29.39,9541.051772,269205.918943,SELL
29.39,30.07,29.21,30,3832.393223,113554.95137,SELL
30,30.14,29.6,30,3576.112024,106946.575931,SELL
29.96,31.49,29.9,30.4,6182.202274,188602.712863,SELL
30.37,30.44,27.67,29.54,3865.848259,112006.749698,SELL
29.55,30.37,29.08,29.78,1590.77752,47358.788312,SELL
29.79,30.49,29.78,30.43,1564.848678,47315.239867,SELL
30.43,32,29.85,31.1,5071.901744,156914.911442,SELL
31.01,31.77,30.45,31.31,3168.544415,98872.371815,SELL
31.31,34.42,31.31,33.53,6726.874325,222654.288642,SELL
33.53,34.75,33.25,34.55,3666.425829,125024.617703,SELL
34.55,34.77,33.6,34.16,2128.57214,72650.361732,SELL
34.29,34.34,33.91,34.33,1136.626083,38835.950307,SELL
34.33,37,34.24,36.52,6165.244721,218170.508068,SELL
36.56,41,36.53,40.75,6476.19221,255026.774571,SELL
40.66,49.17,40.66,42.32,10298.43893,477703.029559,HOLD
42.31,46,33,41.68,16259.06198,656197.274601,SELL
41.68,44.37,40.56,43.76,4388.759446,187903.312041,SELL
43.77,46,42,46,3829.21996,169630.81739,SELL
45.76,47,45,45.29,1252.097714,57957.990572,SELL
45.97,48.38,45.6,48.25,3400.785946,160700.388498,SELL
48.15,48.25,36,44.84,11195.695625,484836.089281,SELL
44.29,47.09,44.2,46.99,3290.234405,152004.663614,SELL
46.99,47.97,46.8,46.95,3527.687091,167173.932029,SELL
46.95,47.29,46.9,46.9,1063.764438,50102.52266,SELL
46.93,47,46.58,46.74,909.755634,42583.453596,SELL
46.7,47.24,46.7,47.24,1102.960298,51827.611067,SELL
47.24,51.1,46.98,50.35,5924.103027,285215.391207,SELL
49.87,60,48,59.41,9303.9379,514314.618865,SELL
59.46,67.99,58.86,64.2,8546.006802,529201.136704,SELL
65.13,76.91,64.61,72.23,9864.56711,697134.340796,SELL
70.87,74.47,65,69.9,5462.696552,385986.766576,SELL
68.81,72,50.09,63.9,13092.947284,799580.956693,SELL
64.37,71,63.36,70.22,3627.694804,249504.607032,SELL
70.22,80,69.25,75.11,8198.252314,600261.14396,SELL
74.3,100,74.3,79.81,6748.681118,536804.556155,SELL
79.81,89.99,78.75,89.3,6073.079583,528292.734329,SELL
89.4,97,80,88.52,9823.473358,885159.099456,SELL
88.96,94,84,90,6658.416937,598347.504195,SELL
90.49,95,89.31,92.11,1799.520755,167125.877807,SELL
92.12,96.15,92.12,96.15,2003.817698,188706.624001,SELL
95.5,106.5,93.7,104.7,6540.705268,651512.715063,SELL
103.73,116,100.1,116,6441.039003,703416.046869,SELL
116,158.41,110,133.78,15003.948504,1942177.68173,SELL
133.87,150,119,135,7265.273001,962558.350838,BUY
134.67,200,127.09,141.8,7564.277722,1059570.01467,BUY
141.8,150.03,138.5,141,3504.273954,496447.039362,BUY
141,165.1,140.65,164.97,6737.212447,1031866.57769,BUY
164.97,198,162,185.6,13411.063235,2441789.84283,BUY
185.6,235.29,164.34,229,11211.788784,2408925.32725,BUY
228.94,259.34,70,162,20889.47079,3647719.87563,BUY
162,179,50,83.4,37205.884923,3955205.77341,BUY
81.02,112,45,109.9,29095.908187,2208419.00352,SELL
109.9,119,85,91.64,16830.843143,1708591.8133,SELL
90.44,99.99,81.94,91.11,5777.573331,549492.063162,SELL
91.79,99.8,60,74,19578.128716,1685980.11071,SELL
73.99,82,49.8,68.09,35706.586293,2335121.24988,SELL
67.85,101.12,60,89.98,30854.424119,2607701.51645,SELL
89.98,111.23,78.92,109.3,16527.459716,1599320.96348,SELL
109.3,140.2,100,117.71,25498.952048,3014004.73017,SELL
118.11,129.79,114.27,126.55,7474.814248,917496.790115,SELL
126.55,129,101,118.81,17188.090771,2014050.16898,SELL
118.91,125.01,116,123.74,6675.549458,806995.964153,SELL
123.73,138.87,121.12,137.29,13391.870558,1754207.7159,SELL
137.3,161,134.98,149,21232.850345,3132037.00271,BUY
150,170.28,123.2,141.9,16566.091694,2371208.93102,BUY
141.9,142.53,126.68,137.3,10688.921088,1434028.95266,BUY
137.3,148.61,125.76,128.8,6686.075088,880153.625563,BUY
128.8,148.18,121.57,135.28,5136.5255,687058.926926,BUY
135.31,151.65,123.96,143.31,10485.462135,1481409.03727,BUY
143.32,144.99,133.89,139.88,8465.297181,1177535.61305,BUY
139.87,140.3,104.9,116.75,21104.90213,2571869.92517,BUY
116.75,127.24,93.01,106.81,21725.133598,2337279.83554,SELL
107.02,108,81.5,98.08,26863.564446,2454817.07218,SELL
98.08,115.64,94,112.62,15910.128077,1680499.98747,SELL
112.89,118.76,106.5,116.57,9033.941778,1027108.58557,SELL
116.9,123.97,105,112.71,17251.555614,2019204.73397,HOLD
112.67,112.95,98.77,110,14941.552635,1598932.96123,SELL
110.92,116.29,109.41,113.16,8261.640642,933648.941262,BUY
113.16,113.95,109,111.96,6725.708427,747542.349958,HOLD
111.96,119.98,109.2,117.9,10480.135119,1210254.42227,HOLD
117.9,118.5,112.95,115.04,4692.104967,541315.23033,SELL
115.58,117.86,113,114.5,3366.703035,386962.630651,SELL
115.05,117.48,113.55,115.99,3412.041234,396130.056085,SELL
115.98,117.9,103.5,107,12120.007839,1369310.42958,SELL
107,113,101.72,108.95,10914.518295,1187889.93529,SELL
108.96,113.35,108.35,113.35,7515.761663,834106.764228,SELL
113.36,118.16,112.82,116.73,9721.360895,1122824.59943,SELL
117.51,118.55,115.99,118.49,3906.230902,458946.997832,SELL
118.49,118.98,114.1,116.38,4800.361432,562576.336413,SELL
117.27,118.94,114.03,116.55,4541.309886,533212.729612,SELL
117.81,118.56,116.9,117.5,3656.254723,430370.519695,SELL
117.25,119.48,117,119.11,7275.604712,861702.645935,SELL
118.45,123.9,118.36,123.84,10212.795461,1235081.77517,SELL
123.84,129.94,122.52,128.7,13193.582034,1667171.42645,SELL
128.65,129.73,126.03,128.97,5146.705199,659629.109562,HOLD
128.98,130.29,127.97,129.5,3916.064675,507344.036504,BUY
130.27,130.6,120.33,126.25,7413.811806,944067.49104,BUY
126.2,127.11,123,125.92,6072.757805,762645.769978,BUY
125.99,130.4,125.53,130.35,9946.839237,1276086.57198,BUY
130.01,131,124.9,126.81,9432.356132,1215580.34737,BUY
126.78,129.87,125.06,127.91,5633.948496,720534.77783,BUY
127.76,128.86,127.09,128.77,3406.485173,436509.996284,BUY
128.77,128.8,117.02,123,15138.129012,1845021.66296,BUY
123.35,125.01,117,123.22,8850.29223,1064544.61947,BUY
123.22,123.66,116.32,120.57,7975.858718,962931.138875,BUY
120.58,122.74,119.65,121.2,4733.026949,571825.811992,BUY
120.98,121.33,118.43,118.78,4936.978171,592802.383907,BUY
118.78,119.16,107,110.18,18261.476096,2063005.12196,BUY
110.17,112.46,108.44,109.11,5055.007114,554176.461121,BUY
109.11,110,90,100.17,30734.498885,2998512.84255,SELL
100.17,107.9,93.1,104.22,13536.558408,1380204.73275,BUY
104.21,108,102.97,107.36,5234.35334,556199.672774,BUY
107.35,111.18,105.01,106.56,7612.620553,823736.488912,BUY
106.1,108.43,95,102,8047.280501,832544.86581,SELL
101.86,102.95,95,99.01,10698.412007,1065910.00264,HOLD
99.01,105,96.22,99.42,4243.407718,424828.538082,HOLD
99.43,101.11,98,99.37,3089.734628,307992.693728,HOLD
98.74,101.47,98.29,100,4785.76602,478802.763334,BUY
100.39,108.18,99.99,104.5,10874.743297,1140452.08902,BUY
104.49,107.5,102,105.24,5483.535733,577287.674325,BUY
105.24,108,102.47,102.61,9088.525476,962034.201904,BUY
103,104.86,90,101.8,12331.663001,1230642.17622,BUY
101.29,103,98.55,100,3350.325571,337220.753465,BUY
100,101.45,98.5,100.41,1977.392706,197763.914875,BUY
100.4,102.3,95,99.47,9702.68839,955431.21947,BUY
98.83,101,97.47,97.87,5294.051796,526380.465821,BUY
97.57,99.98,96.13,98.77,4940.407779,485879.380575,BUY
98.75,98.76,96,96.31,4937.416754,482170.118531,BUY
96.98,97.45,88.01,89.96,18557.529003,1703663.18935,BUY
89.2,91.61,86.2,88.98,4373.624403,391126.872881,BUY
88.83,90.3,88.01,89.53,2390.674413,213259.265743,BUY
89.41,90.16,80.94,84.5,20854.468692,1784030.16367,BUY
83.41,88.5,81.9,88,12666.391487,1091461.181,BUY
88.04,89.56,75.11,77.01,20740.885525,1710179.1694,BUY
77.33,83.9,70.06,79.4,21957.432144,1691620.95722,SELL
79.4,79.4,63.26,66.93,32935.365929,2322214.82813,SELL
67.13,72.88,63,66.34,17245.958282,1159112.18342,SELL
66.34,73.96,64.5,73.96,6858.522318,469984.471535,SELL
73.97,76.94,70.1,74.4,18669.578,1384339.33483,SELL
74,76.01,70.25,75.01,15908.999906,1169344.19482,SELL
75,86.64,74.81,86.19,27275.18413,2179299.91871,SELL
86.13,89.96,83.85,87.13,17311.056983,1492886.49816,BUY
87.81,100,86.6,90.17,32060.829853,2989656.86071,BUY
90.19,92.04,87.15,91.67,6004.555805,538042.605404,BUY
91.67,93,88.87,90.03,5202.941622,477764.625489,BUY
90.02,95,88.11,93.78,13030.66102,1214281.36642,BUY
93.76,93.9,89.09,91.55,9285.47355,855968.471825,BUY
91.61,92.37,89,90.97,7404.866459,673002.465609,BUY
90.96,91,77,85.28,21446.666068,1768889.17047,SELL
85,88,83.21,86.51,8689.960752,738754.762093,SELL
86.51,87.07,84.27,85.04,4451.474868,383279.822568,SELL
85.02,86.99,84.25,85.93,2907.862211,248381.123898,SELL
85.73,87.08,83,85.6,8294.018168,714113.83294,SELL
85.59,88.88,82,86.98,13038.501308,1117223.67592,SELL
86.88,88.48,85.73,88.42,9276.4211,811057.722528,SELL
88.42,90.66,87.08,90.16,10416.880096,930982.634799,SELL
90.1,91.77,88.56,89.95,6500.584404,587206.383673,SELL
89.97,90.16,87.8,88.16,3489.15397,309697.137167,SELL
88.16,94.01,87.9,92.71,7294.352962,666995.748166,SELL
92.72,93.5,90.54,93.39,10250.8406,950239.350736,SELL
93.45,97,92.7,96.57,11695.367568,1104665.03189,SELL
96.98,101,95,98.28,17025.384374,1678360.43838,BUY
97.77,98.44,95.15,96.62,7832.160505,760732.06641,BUY
96.63,98.71,93.03,95.85,15553.072969,1501708.34593,BUY
95.82,97,93.98,95.55,4499.94673,430566.291843,BUY
95.54,96.61,95.5,96.38,3019.671299,290561.479653,BUY
96.38,98.92,96,97.81,11003.413533,1073769.09857,BUY
97.88,98.98,97.07,97.69,9248.612095,908586.618202,BUY
97.7,98.32,95.5,97.09,7127.855552,693217.229971,SELL
97.09,97.14,91.11,94.27,14017.032657,1325286.08979,SELL
94.26,95.75,90,92.27,12311.243026,1143557.30096,SELL
92.72,94.25,92.14,93.51,3115.455059,290393.265973,SELL
93.51,94.58,93.12,94.09,1863.552563,174827.361636,SELL
94,96.18,93.31,95.35,7203.733652,679474.993074,SELL
95.37,98.19,94.24,98.15,12840.285037,1239041.47111,SELL
97.75,101,97.03,99.19,17997.71862,1783880.82552,SELL
99.19,100.01,96.68,98.08,9533.32415,940033.723414,SELL
98.09,99,96.5,98.25,9306.113082,911378.009711,SELL
98.26,99.82,97.48,99.71,5533.565841,546813.600887,SELL
99.71,99.99,98.41,99.3,2757.607492,273310.678839,SELL
99.32,105.16,99,102.85,20223.508524,2065412.26713,SELL
102.85,104.88,100.38,104.87,11512.554733,1193373.71381,SELL
104.87,114,104.56,110.43,23925.718079,2587111.51038,SELL
111.52,113.02,107.98,109.12,12231.931717,1361634.16527,SELL
109.12,109.9,104.2,107.65,9469.676297,1020971.50101,SELL
107.91,110.33,106.64,109.15,4332.68698,470201.793074,SELL
109.15,113.28,109.15,113.12,9343.162734,1042214.41876,SELL
113.12,113.3,110.27,111.9,10842.803424,1215561.26365,SELL
111.85,118.93,111.76,117.75,18924.739612,2210936.62009,SELL
117.74,119.63,117.04,117.91,10195.731194,1208109.80472,SELL
117.91,120,117,118.5,9789.338854,1161548.03872,SELL
118.91,126.14,118.04,124.86,17374.357991,2133543.00413,BUY
124.86,134.95,124.8,128,19981.343642,2581915.04422,BUY
127.9,132.09,126.79,130.66,8021.563236,1043482.28941,BUY
130.65,132,128.52,130.15,8939.399803,1167225.44006,BUY
129.4,131,127,129.18,11994.576619,1552522.52213,BUY
129.2,129.94,115.21,122.81,18821.050128,2340303.32518,BUY
121.65,127.5,116.07,122.5,19236.832295,2346207.05056,SELL
122,124.54,115.21,117.67,19391.208254,2335197.85726,SELL
116.56,122.16,115.5,119.93,9676.997497,1149614.72872,SELL
119.91,120.94,116,118.34,5458.685891,646449.3152,SELL
118.37,124.13,115,121.68,21345.726337,2549732.45913,SELL
121.68,124.26,120.8,122.07,11319.889748,1390108.09331,SELL
122.08,127.72,118,127.55,18550.21386,2279418.66336,SELL
127.54,128.5,123.1,126.38,13856.210633,1758477.13812,BUY
126.38,128.79,125.05,127.71,9309.949196,1188163.73562,BUY
127.71,128,123.05,124.49,8711.863836,1091621.44982,BUY
124.49,126.25,123,125.36,5360.882429,668057.124079,BUY
125.36,126.71,124.03,126.27,7602.347852,956623.381753,BUY
126.28,127.69,125.47,126.92,8852.613572,1122508.39838,BUY
126.92,128,124.2,127,13495.711054,1717516.51057,BUY
127,127.95,123.02,124.18,10236.248138,1284383.54083,BUY
124.17,126.02,121.16,122.91,10505.080093,1300731.8924,SELL
122.92,124.1,121.7,123.39,4154.192024,511630.169208,SELL
123.38,123.5,122.35,123.27,2882.091302,354432.284229,SELL
123.27,123.99,121.54,122.63,7736.933957,952118.149369,SELL
122.81,124.01,121.77,123.86,10183.16714,1251562.3131,SELL
123.75,125,123.23,123.25,8053.184401,1001020.1755,BUY
123.32,124.9,123,124.84,7784.843209,966665.001197,BUY
124.85,126.96,124.35,126.95,12117.323416,1525024.16412,BUY
126.95,127,124.01,126.54,6320.258364,797901.758369,BUY
126.5,128.8,126.08,127.01,6745.394504,859516.02422,BUY
127,127.53,122.77,126.25,11530.524718,1452542.55416,BUY
126.25,127.93,125.54,127.33,7513.83496,955656.533593,BUY
127.31,127.8,85,103.85,60639.388987,6648985.99449,SELL
103.85,118.79,102,117.63,26112.763871,2880250.99266,SELL
117.62,122.98,116.48,121.94,13194.575954,1592026.85882,SELL
121.94,122.29,121.11,121.2,2942.636011,357487.432459,SELL
121.25,122.49,121.13,122.49,3926.341318,478718.001989,SELL
122.49,124.49,120.11,123.5,11885.1346,1461029.42013,SELL
123.5,125.17,122.17,124.13,13183.373849,1633356.50515,SELL
124.5,127.99,122.3,125.9,18933.761263,2371894.59232,SELL
125.79,126.8,124.9,126.8,11382.146269,1432857.87207,SELL
126.8,127.42,125.93,127.38,7866.704908,996941.185815,SELL
127.38,128,126.01,127.98,7571.272863,964578.816896,SELL
127.58,133,127.57,132.82,12574.14781,1635271.29668,SELL
132.83,138.22,132,135.42,21256.280571,2875362.92606,SELL
135.43,147.39,134.09,142.76,22232.079113,3088042.72708,SELL
142.75,147,137.38,137.56,26332.896317,3755375.38772,SELL
137.54,145,135,143.94,16767.052479,2377733.44342,SELL
143.94,154.69,143.23,152.89,23007.230976,3412142.60039,SELL
152.89,172,152.44,166,37966.98264,6198648.27158,SELL
166,166.6,162.54,166.59,5667.345882,936151.90426,SELL
166.6,181.93,166.05,180.13,33107.72111,5817807.45365,SELL
180.15,196.27,179,189.75,41865.067155,7918494.24904,SELL
189.74,203.96,185,203.96,24326.014754,4773924.0418,SELL
203.94,206.6,156.2,193.87,55593.927006,10335518.3181,SELL
194,194,167.67,186.6,32779.542907,5880692.27697,SELL
187.5,190,177,179.56,9644.320719,1756970.52768,SELL
180.39,195,179.5,194,10095.565834,1905642.7627,SELL
194.99,197.5,190.8,196.62,12248.66456,2386611.42175,SELL
196.62,205,195.32,204.69,16744.506491,3351774.65329,SELL
204,206,195,197.54,25494.14807,5125567.00675,SELL
197.58,203.75,195.1,203.54,13741.490747,2753814.5177,SELL
203.54,203.54,200.23,202.15,4962.809002,1005501.89369,SELL
202.14,205.15,201.2,204.86,6600.098259,1347852.00791,SELL
204.86,210,203.51,210,11227.96296,2318517.97437,SELL
210,230.4,207.22,226.83,28261.788148,6231108.00819,SELL
227.29,250.79,226,242.9,42583.700828,10150722.3943,SELL
242.9,265,241.11,263.24,40026.706867,10223187.0298,SELL
263.24,297.8,263.24,291,49703.851801,14082029.3529,SELL
291,334.45,288.81,334,40186.158643,12776887.1011,SELL
333.9,363.65,298.95,341.24,44361.21178,15025763.0817,SELL
341.24,341.24,265.01,323,67237.407481,20149735.5576,SELL
323,349.9,310.1,343.91,26943.378243,9015515.23115,SELL
343.63,357,340.01,354.96,19748.281502,6921644.42985,SELL
354.94,399.89,354.94,393.5,38689.801932,14659881.4866,SELL
393.5,421.97,381,416.95,31638.477442,12964568.3411,SELL
416.88,431.36,390,412,32323.206238,13499273.2322,SELL
412.07,447.47,406.92,434.53,17983.460039,7793030.60808,SELL
434.53,480,434.53,477.38,25991.595174,12023172.9224,SELL
478.1,669.55,471.23,669.01,57089.078954,31381658.8466,SELL
669,755,378,536.01,71560.945967,42781180.4573,SELL
536.01,619,440,599,57711.507221,31281411.683,SELL
600,730,580.37,720,30720.731294,20465236.2166,SELL
720,799.8,683.2,795,25125.128464,18684196.0205,SELL
794,874.81,785,829.15,20338.864613,16939266.4412,SELL
829.15,842.78,747,800.05,20130.687489,16005407.9116,SELL
800.01,838.2,770.1,817.88,23042.052325,18613262.5828,SELL
811.95,919,801,916.3,29793.025088,25303731.277,SELL
915.01,969,879.99,963.98,30325.529744,28417752.6389,SELL
963.98,1050.18,931,1012.98,36898.593645,36845640.4786,BUY
1012,1141,988.22,1131.99,21873.313346,23302931.9915,BUY
1131.99,1163,1080,1119.52,12907.559091,14615036.9155,BUY
1119.52,1123.11,795.6,955,61544.380821,58200765.2574,BUY
955,1057,925.16,1047.47,31516.725308,31532295.8101,BUY
1037.11,1088,1000,1055,12567.591678,13203131.0979,BUY
1055,1153.27,1052.1,1132.01,14433.509782,16043748.471,BUY
1135,1138.58,848.42,1023.87,55262.65699,53884378.3229,BUY
1020.51,1033.13,796.73,814.91,52688.661744,47122565.4517,BUY
809.72,844,542.38,693.3,79852.423783,56441847.0928,SELL
693.3,797,651,787,27465.082709,20123346.7999,SELL
787,899.99,766.66,899.9,28510.03873,24732146.8925,BUY
899.91,989.6,895.01,979.23,22694.679933,21368342.5579,BUY
979.07,988,804,879.04,31708.382031,28233929.4491,BUY
879.04,898.9,832.01,871.22,13973.524134,12057068.093,BUY
871.22,920.42,850,885.98,14766.951078,13039090.3861,BUY
888.47,895,841.01,850.78,7426.552035,6389855.35895,BUY
850.78,869.98,803.51,862,11638.000407,9757006.64565,BUY
861.98,864,651.34,691,58806.704104,42965517.3141,BUY
690.5,750,612.51,673.62,43034.028359,29259655.7765,BUY
675,680.7,382.21,520,137070.178338,72340781.1239,SELL
520,700,492.91,685,56734.109272,35307986.5962,SELL
685.1,719.97,570,610,40959.74062,26720103.7023,SELL
610,648.88,550,595.03,19218.170963,11533044.7838,SELL
595.07,690,575.61,612.66,17673.233986,11228765.4383,SELL
612.66,665,607.77,654.76,13100.164165,8341248.22951,SELL
654.76,668.8,628.11,652.99,12795.80403,8297360.83671,SELL
653.57,681.24,636.99,679.01,6653.009651,4396958.69655,SELL
679.01,764.32,677.57,747,28028.638357,20282421.9186,SELL
747.83,762.1,702.26,721.08,16261.662827,11826312.7317,SELL
723.98,736.01,682.22,715,13385.190853,9603991.12648,SELL
715,732,703.45,728,8121.305818,5826581.68698,SELL
728.01,740,722.81,736.51,6600.239155,4845439.25327,SELL
736.51,739,709,732,7919.32033,5763630.73438,SELL
732,757.99,729.01,754.9,7907.637862,5894781.56651,SELL
751.88,798.7,742.5,784.19,15134.169007,11633164.7368,SELL
784.19,818.99,767.62,809.4,14860.262828,11866892.7388,SELL
808.24,830,790.2,828.79,10990.142947,8946715.8141,SELL
828.79,948,826.07,905,24075.949596,21230765.7621,BUY
905,995,876,919.24,25886.906391,24246321.6847,BUY
915.8,943,785,785,34063.521208,29225267.9638,BUY
785,849.79,765,823.45,26315.758529,21306391.417,SELL
823.94,848,779.78,824.76,25302.244201,20628555.6464,SELL
825.5,861.4,799.41,852.61,12846.16052,10655064.1565,BUY
851.63,909.96,849.51,896.59,16130.916513,14243532.4038,BUY
895,905,826.46,844.05,12189.175479,10461247.1865,BUY
844.04,844.05,783.11,823,19366.391593,15778072.0316,SELL
823.99,837,800,815.99,9729.543914,7987929.48985,HOLD
815.99,850.26,805.18,841.14,12267.774496,10276214.3207,BUY
841.14,849,810.01,814.4,8215.451663,6803847.50382,BUY
814.4,821,765,797.2,17114.939537,13611629.4982,BUY
796.97,817.12,796,810,5486.841521,4434018.8081,BUY
810,842.07,791.01,842.07,8418.008045,6914603.1913,HOLD
841.5,845,815,826.02,6968.156705,5790539.51398,BUY
826.02,834.5,814,824.89,7669.59937,6301148.48026,BUY
824.88,824.99,801,819.2,8309.094075,6765579.61526,BUY
819.2,823.28,801.1,812,7395.009492,6000294.66357,BUY
810.95,811.74,767.02,780,15775.202537,12410344.0732,SELL
780,817,773.4,806.8,8705.564013,6936521.89119,SELL
806.81,834,795.01,814.75,9704.137262,7950475.94949,HOLD
814.67,823,725,751.95,25194.236626,19561840.5752,SELL
750.95,812.93,740.01,788,20042.816137,15664564.8578,SELL
785.51,804.95,781.99,794.21,7044.521562,5597907.36478,HOLD
794.21,812.44,770.7,799.99,13125.548155,10431886.6054,BUY
799.99,809.98,791,803,7728.160056,6196005.72025,BUY
803,827.38,802.59,813.23,8296.064167,6763704.54207,BUY
813.23,825.21,810.23,814.99,4075.682461,3334786.58405,BUY
814.94,815,800.5,808.5,4931.83355,3987645.24836,BUY
806.99,812.98,796.83,802.99,7592.003165,6098292.84252,BUY
802,810,775,782.33,8479.502336,6751169.92819,BUY
780.01,803,752,763.99,20652.606749,16004090.744,BUY
764,766.45,619,705.01,66362.257842,46625607.8891,BUY
705.01,723,662.01,680.49,13501.115361,9358103.96596,BUY
680.49,755.42,666.21,687.37,15061.932707,10550327.7904,BUY
688,713,530,687.81,71860.536952,45893362.6954,HOLD
688.34,720,631,675.1,40062.437352,26975988.8301,BUY
677,685.19,631.58,651.99,15511.787258,10224606.4648,BUY
650.04,660,601.54,604.11,28145.813616,17781615.8161,BUY
609.4,712.9,538.01,669,68378.145396,42633219.9881,BUY
670.34,673.17,628.88,655.83,20762.640094,13502488.227,BUY
655.83,670,590.01,621,26397.570919,16510289.0302,HOLD
621,664.99,610,633.66,19902.439322,12681178.7504,BUY
633.66,650,609.99,627.7,14833.939934,9305110.20454,BUY
627.7,636,617,623.01,11128.478375,6976436.52104,BUY
623.01,631,560.9,561.86,34966.698501,20678092.1173,HOLD
561.86,589,530.01,581.35,29612.937115,16665769.5684,HOLD
581.35,619.88,562.15,610.88,18076.091021,10727909.8732,BUY
610.77,646,599.78,610.09,20868.154905,12931776.2281,BUY
