@relation bitcoin_weekly-weka.filters.unsupervised.attribute.Remove-R1

@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute 'volume (btc)' numeric
@attribute 'volume (currency)' numeric
@attribute 'class label' {BUY,SELL,HOLD}

@data
609.9,629,514.02,535.49,51840.812177,29300894.6979,SELL
535.49,545.8,400,535,115761.986622,55642025.4509,SELL
534.34,610,530,585.24,49110.902164,28306168.0658,SELL
585.24,599.99,571.22,583,17048.070505,10002403.1063,SELL
584.7,591.39,541,551.89,22634.324987,12774750.3994,SELL
551.8,576,535,567.48,14303.941642,7964319.56847,SELL
567.46,570.99,553,566.24,6437.398521,3620383.3385,SELL
565.38,710,562.02,677.69,64914.82037,41032096.4942,HOLD
677.69,702.24,633.64,673,28031.317003,19083495.9124,BUY
673.27,679.97,651.9,669.99,12719.614182,8460673.85969,BUY
669,675.71,650,669.57,10404.697393,6899577.41723,BUY
669.57,670,613.45,632.79,21449.426205,13634040.5882,HOLD
632.79,639.79,604.5,620,9699.021313,5993946.68943,SELL
620.02,653,613.03,640,9121.474747,5813863.57968,HOLD
638.4,646.59,609,629.39,13350.321626,8379172.33927,HOLD
628.02,644.44,614.17,632.1,9166.620085,5753906.272,BUY
631.72,656.95,628.8,634.95,12741.361272,8167080.26711,BUY
634.95,650,632,641.01,6728.152696,4331849.619,BUY
641.02,645,625.29,630.42,8676.834835,5501965.37821,BUY
630.99,639.88,625.32,637.24,2202.218014,1394529.18466,BUY
637.58,639.39,629.02,634.99,3296.507534,2088127.14706,BUY
634.99,634.99,619.46,621.11,9165.087961,5724111.73916,BUY
622.97,624.17,591.13,612,14907.797647,9101120.43291,BUY
613.84,623.95,605.11,611.2,7079.917161,4340869.40776,BUY
610.01,611.3,578.66,587.98,10906.66528,6470916.2666,BUY
585.6,607.88,556,570,22418.172842,12984926.7617,BUY
569.99,571.99,541,565.31,13614.298234,7585366.39291,BUY
564.31,569.48,556.74,561,6098.75124,3436140.20051,BUY
558.22,592.6,547,585.99,13674.059942,7795968.8108,BUY
585.9,587.48,568.86,583.77,8107.382202,4681178.65679,BUY
583.77,592,565,581.49,10310.362563,5986251.83047,BUY
581.48,581.59,466.1,475,49205.956323,25830547.0355,BUY
475,532,468.3,502.01,34960.055577,17558323.5815,BUY
502.01,508,486.97,491.99,7446.558265,3710682.74793,BUY
491.99,492,436,460,31437.045434,14453335.7359,HOLD
460,486.7,438,454.83,20986.650959,9549170.25977,HOLD
454.81,509.98,452.04,478.98,22904.80786,10993489.1999,BUY
478.98,494.98,430,439,34478.666052,15752852.5401,BUY
438.9,465,416.11,451.03,26944.977305,11800596.1975,BUY
451.03,459.5,430.77,452.2,15699.31017,6978736.05943,BUY
450,464.8,441.25,464.8,6467.317936,2927852.99527,BUY
464.8,465,450.2,456.27,5283.848378,2412744.08934,BUY
459.97,464.19,446,447.11,7419.247937,3362333.79917,HOLD
447.11,459.8,446.24,453.57,5844.422473,2646631.04763,SELL
453.57,457.3,438.08,441.69,8006.60407,3574642.07984,SELL
441.69,442.46,357.57,363.12,49713.844454,19832155.0396,SELL
363.1,432.22,339.79,423,42124.745774,16522551.342,SELL
423,439.5,413.72,423.42,10809.052064,4621987.21023,SELL
424.91,427.75,397.16,416.3,11017.884905,4521279.71595,SELL
416.29,475,408,458.5,33640.674856,15126755.0109,SELL
459.99,528.75,453.16,521,32622.077315,16174102.2031,HOLD
523.1,548,494.02,530,30710.470117,15977435.8145,BUY
529.26,533.8,481.63,500.09,20052.701998,10067997.3886,BUY
500.09,506.97,470,483.11,11142.839766,5393877.81633,BUY
482.1,507.43,472.81,503.8,10268.732947,5061530.27208,BUY
505.18,516.53,493,500,5798.580197,2925535.47706,BUY
501.07,515,490,496.74,8377.056809,4201115.81988,BUY
497.98,504.9,485.2,490,8521.46548,4210266.58687,BUY
490,495.2,484.61,492,5696.009063,2788385.97526,BUY
491.94,505,480,502.2,7952.773489,3899468.1804,BUY
502.15,503.99,438.05,466.52,33416.963008,15460069.4742,BUY
466.71,470.96,451.07,459,8812.120099,4048732.54736,BUY
459.22,461.97,429.95,430,9312.346008,4154641.09494,BUY
430,452.16,424,442.9,18282.985972,8014470.86301,BUY
440.41,454.47,432.02,448,13844.635064,6143866.6101,BUY
448,453.99,433.08,448.85,10757.364821,4781743.86994,HOLD
449,465.88,447.97,460.97,9556.037886,4381968.5747,BUY
460.97,462.99,444.51,454.5,8269.891417,3731060.90261,HOLD
452,454.5,431,439,7431.62648,3271086.45931,SELL
439,442.83,429.55,438.04,5154.407794,2245293.45062,SELL
435.88,445,425,433,8188.082795,3547855.06942,SELL
431.64,434,420.27,428.01,8041.198415,3439331.00344,SELL
429,452,425.67,440,13248.349022,5842712.46997,HOLD
441.47,450.08,437.61,437.69,6326.649184,2807814.18133,SELL
439.6,457.08,437.71,452.37,8282.111155,3721491.38293,HOLD
452.78,459.24,449.79,455.39,4130.387903,1874935.78126,BUY
457.7,458.2,429.6,440,8863.685744,3907261.42853,SELL
437.67,443.77,431.56,442.5,4582.441448,2014521.56926,SELL
442.48,442.75,430.61,439.12,5969.671674,2609916.21003,SELL
439.12,449.96,438.36,446,6398.98825,2843100.32715,SELL
444.07,452.67,444.02,446,5496.481806,2468497.81906,SELL
446.27,452.41,444.5,447.31,3667.08111,1645722.29707,SELL
447.55,451.48,445.01,449.06,2295.073516,1029089.94558,SELL
449.07,451.43,444.52,446.91,2498.743055,1118014.22782,SELL
446.91,450,441.44,448.34,4723.489393,2108151.92647,SELL
448.34,500,447.14,489,28210.085066,13413583.2659,SELL
489,499.1,487.11,493.98,7111.899587,3521575.26345,SELL
493.98,530,492.65,529.99,17439.034925,8967638.25822,SELL
529.99,547.1,518.55,523.77,19619.562246,10432749.9241,SELL
523.75,529.06,515.4,528.44,5528.521616,2885491.08861,SELL
528.44,586.34,527.09,573.9,19782.595176,11183034.3825,SELL
573.5,593.48,565.58,581.88,11633.719886,6770738.17561,SELL
581.87,595,550.22,572.7,19805.257786,11368641.0627,SELL
572.7,582.26,563.45,580.66,8980.551458,5153230.73391,SELL
580.66,582.1,560.05,572.37,8110.318042,4614613.06056,SELL
572.37,629.4,568.56,621,22502.943535,13552065.0865,SELL
621,628.5,611,627.8,9696.707475,6023688.83135,SELL
627.8,683.26,618.53,630.99,24149.979458,15612394.4274,SELL
630.99,678,613.03,661.22,20087.275723,12978482.9779,HOLD
662,680.99,649.61,670.14,13572.809088,9062433.58776,BUY
668.9,673.61,621.86,640.59,17375.568052,11142498.9152,BUY
640.55,669.63,639.69,661.48,10724.812815,7046930.52675,BUY
661.46,662.13,647.16,647.16,6452.183886,4225827.38236,BUY
647.16,657.13,635.88,657.13,5749.304728,3728907.26278,BUY
657.13,661.11,651.7,658,2600.850396,1706780.42961,BUY
658,659,639.93,648.83,6798.266914,4402870.88435,BUY
648.83,657.41,642.45,648.55,5909.592917,3841597.41424,BUY
648.55,652.39,615,620.5,10429.623965,6612170.52923,BUY
623.81,630.36,550,569.1,24822.489842,14657034.5338,SELL
569.98,611.99,563,592,18670.613299,10963548.147,HOLD
592,593.53,538.38,566.58,16567.971649,9272570.61343,SELL
566.58,593,552.11,588.55,8807.699199,5032106.1292,SELL
592,610,582.01,586.91,10767.827168,6448460.33405,BUY
587,610.2,580,606.48,6588.308882,3940835.72091,BUY
606.48,616,599.9,607,6744.90184,4103312.69316,BUY
607.99,609.98,590,593.4,4638.14295,2792378.82992,BUY
593.41,598.68,580.51,588.02,6709.979494,3960213.08843,HOLD
590,594.99,580,591.29,2949.190258,1734352.00541,SELL
591.33,605.05,587.82,600.34,3856.989032,2310872.82417,HOLD
600.34,601,580.46,588.22,5295.944983,3112948.47424,SELL
588.22,588.25,572.1,572.62,6502.145114,3788579.09988,SELL
574,579.7,554.45,560.4,8893.456973,5020766.16859,SELL
560.4,580.11,557.2,579.99,4674.878928,2661521.18939,SELL
580.09,600,574,599.99,9183.33155,5376272.4666,SELL
599.99,604.21,589.56,589.56,3084.689479,1841609.10754,SELL
591.46,601.79,589.56,599.89,1593.3318,949974.598073,SELL
599.86,647.09,595.51,641.11,15516.126036,9701645.34628,HOLD
640,658.88,638,638.25,9497.739763,6160879.33423,BUY
638.25,658.75,638,650.5,5305.552728,3446380.81421,BUY
650.49,652.79,638.79,645.99,4969.91179,3209550.97558,BUY
648.48,650.48,616.3,629,8739.046423,5528579.71975,HOLD
628.81,632.97,623.23,630,1830.57986,1152281.23451,SELL
630.9,639,622.86,630.57,3334.943542,2107677.82376,HOLD
633.87,636,612.9,622.09,7109.077895,4431332.49727,HOLD
622.09,626.22,616.89,623.98,2675.173296,1663418.67712,HOLD
623.98,626.88,618.71,621.97,2303.755594,1434673.22918,HOLD
621.96,623.93,607.9,616.87,6335.712001,3899937.66906,HOLD
616.87,635,613.46,635,6094.533675,3817169.7439,HOLD
634.99,642.57,628.7,638.1,3794.257548,2412482.57697,BUY
637.9,638.73,626.09,630.88,4158.791125,2634221.1707,BUY
630.88,632,616.84,621.17,3827.424525,2383643.95425,HOLD
621.15,626.25,616.09,622.9,3535.748071,2198983.68778,HOLD
622.9,625,610.01,616.86,5348.932953,3300210.95251,HOLD
617.39,629,610,622.2,4902.142579,3035783.45407,BUY
626.3,632.96,618.46,632.6,5026.340151,3145783.50783,BUY
632.59,632.6,625,628.63,1923.591646,1209417.12933,BUY
630,630,620,627,1467.591402,915913.306216,BUY
626.98,628,615,622.73,3959.655445,2453744.00113,BUY
622.63,624.99,618.26,618.26,3364.104458,2094110.36981,BUY
619.99,623,615.51,621,4040.737041,2506562.40589,BUY
620.95,621.99,591.12,601.66,10241.008586,6198107.04465,BUY
603.96,609.65,592.97,602.93,4843.778803,2907216.75842,HOLD
602.93,603,590,596.23,3607.976218,2144841.38285,HOLD
596.23,602.83,589,590.3,3792.785274,2258634.49413,BUY
592.61,596,570.5,586.53,10539.932114,6135233.2952,SELL
589.88,591.95,578,585.95,4084.107673,2380636.71247,HOLD
585.93,586,557.12,563.84,10498.742042,5994579.05233,SELL
563.83,590,555.9,582.04,9383.413499,5410699.00484,SELL
583.54,607.2,581.77,598.2,11939.594921,7112161.72636,HOLD
597.84,599.09,584.95,589.59,3529.718545,2088279.28825,HOLD
589.6,591,578.21,588.91,2802.921182,1636449.66003,SELL
588.96,595.7,581.8,588.5,5259.627835,3093635.0187,BUY
588.5,589,578.25,581.76,6905.352922,4019064.85026,BUY
581.75,586.36,576.44,581.16,7580.22972,4409726.80995,BUY
581.16,591.9,579,585.84,4436.025389,2597668.93751,BUY
585.84,595,584,588.02,4367.062237,2577603.28862,BUY
588.99,591.35,585.21,587.97,1626.625846,955797.156915,BUY
589.82,597,586,590.96,3211.091419,1899217.59608,BUY
590.98,590.99,571,573.98,6086.602914,3529093.65909,BUY
574.55,574.59,561.9,566.69,6463.803936,3671990.52504,BUY
569.39,572,524.55,548.81,25509.09743,13894654.1147,BUY
549.85,551.86,497,507.99,25826.72212,13325281.4637,SELL
507.99,521.79,481.55,500.25,16594.586636,8310479.68157,SELL
502.48,529.8,485,521.97,12657.923067,6409465.79955,BUY
523.47,524.8,485.39,496.86,10314.492455,5174328.7052,HOLD
498,510,442,475.22,28851.033961,13562442.4259,SELL
474.74,493.98,453.01,491.98,17807.056829,8544405.41223,SELL
491.98,527.01,466,516.39,19220.076525,9590674.73852,SELL
516.39,534.14,510,519.28,14187.297516,7396159.40619,BUY
519.29,528,500.01,514.65,15393.045671,7918280.89964,BUY
514.65,514.69,487,497,8432.276517,4222668.93224,HOLD
496.96,515.95,495.02,507.85,5765.357319,2911002.82954,BUY
507.84,508.46,496.79,503.82,5773.916277,2902768.56483,BUY
503.74,516,502.27,512.18,6716.160268,3422247.4901,BUY
514.4,523.09,510,511.87,7791.964688,4021494.0457,BUY
511.87,514.98,505.93,506,7119.023517,3631916.40396,BUY
506.94,514.98,501.25,509.3,7246.606617,3681889.82375,BUY
509.3,509.42,498.13,500.85,4403.402257,2214785.40768,BUY
501.49,504.75,473.33,479.04,11289.835237,5492151.20802,BUY
479.01,490,472.01,474.54,9091.871941,4362828.50122,BUY
475.89,484.61,470.42,474.5,7333.51314,3501415.21524,BUY
474.5,477.99,471,474.89,4742.884461,2252298.52223,SELL
474.86,497,471.04,487.43,10793.603186,5233389.19231,BUY
489.61,489.96,473.03,477.65,5212.434952,2511864.72657,BUY
477.65,485,477.16,479.78,2770.796274,1332763.99435,HOLD
479.99,483,474.95,475.43,2858.651753,1370027.76544,HOLD
477.4,478.39,456.3,468.33,14567.961579,6827728.8919,SELL
468.32,476.4,459.18,473.2,9121.831258,4264939.06505,HOLD
473.34,492,473.32,476.57,11509.594473,5550004.16872,BUY
477.78,480,465,475.9,7936.728594,3760607.1448,BUY
477.43,478,462,474.62,6097.711571,2866018.9507,BUY
473.08,480.13,467.43,477.98,5828.263649,2778187.22854,BUY
477.99,481.58,473.59,475.49,3884.676527,1854630.01777,BUY
475.47,479.62,467.76,469.47,6221.850475,2950421.24837,BUY
469.47,473.69,462,462.02,5948.759,2784518.13829,BUY
463.48,465.57,443.57,452.09,12477.774379,5662482.54435,BUY
452.99,452.99,407.94,425,22063.884692,9472956.01985,BUY
426.62,429,378.78,395.86,29732.720362,11879961.7433,SELL
395.86,431.11,390,408.76,19916.524934,8244622.52767,BUY
410.92,413.53,390,399.55,14182.715652,5699758.87949,BUY
400.77,409.38,396.26,400.07,10803.01758,4343178.86187,BUY
399.77,452.67,393.6,438.97,26999.29385,11528951.8407,BUY
440.85,441.78,418.83,423.68,14141.198925,6065026.30422,BUY
423.57,423.9,400,408.76,15016.869054,6175837.42458,BUY
410,414.35,396.53,403.57,9921.116995,4017440.74003,BUY
405.08,408.99,396.57,401.77,5472.599793,2200884.44993,BUY
399.16,403.99,368.9,375.35,16139.764928,6202488.2202,BUY
375.35,386.03,365.2,374.2,20026.50713,7549530.10573,BUY
374.17,397.75,371.8,391.09,14289.959295,5491849.49053,BUY
389.56,393.79,377.01,384.86,13037.598449,5010051.91507,BUY
384.85,385.82,372,374.68,10414.197122,3931402.93681,BUY
376.29,378.11,353.75,358.74,20408.975054,7433824.47784,HOLD
358.71,365.07,322.04,326.21,28981.804066,9853710.27881,SELL
326.24,339.43,275,323.52,61726.371608,18876496.1126,SELL
322.82,347,295.89,328.59,69537.662168,21937271.1084,SELL
328.56,336.99,312.37,334.8,22961.890013,7504310.02767,SELL
334.8,359,326.93,355.73,28614.831065,9820002.28108,SELL
355.73,395.55,349,364.01,47817.250047,17652425.7601,SELL
364.01,380.08,351.1,360.89,20543.275637,7440721.95336,SELL
360.85,368.06,352.1,362,9973.268705,3594481.70074,SELL
362.77,383.6,354.71,378.11,14250.471712,5236990.63295,SELL
378.48,405,368.07,392.6,26083.746356,10034403.0543,HOLD
392.99,417.99,390.48,403.38,24822.162457,10060958.3589,BUY
402.01,404.32,385.92,394.52,19147.69042,7537826.81163,BUY
394.52,399,370.1,383.95,22776.51542,8706162.33588,BUY
384.19,386,370.96,383.65,10507.826287,3989422.00454,BUY
383.2,397.29,377,390.58,7074.825428,2746148.30917,BUY
390.59,394.25,385,387.53,3242.37368,1262682.95352,BUY
389.06,390.65,376.2,381.21,12081.799424,4614453.83411,BUY
381,393.55,378.98,385.81,7953.32305,3078104.38831,BUY
385.79,388.87,380,382.04,8315.650196,3194707.82756,BUY
382.05,384.55,352.4,357.18,21058.440565,7714260.50449,BUY
356.81,363.71,344.34,358.86,15639.504517,5565360.67831,BUY
358.78,359.1,341.22,348.69,11095.799139,3868670.42927,BUY
348.69,363,344.5,355.18,7916.85437,2808265.58602,BUY
355.19,358.65,349.21,350,9540.671678,3372977.30537,BUY
351.03,359.5,350.09,356.96,7003.93645,2485148.15472,BUY
355.71,355.99,333.33,335.7,13256.254481,4558124.57819,BUY
336.37,352.83,332.99,346.14,14119.765186,4823949.01003,SELL
346.14,347.96,335.5,337.99,7525.757245,2571089.05329,HOLD
337.99,339.47,316.61,324.7,14970.557856,4891060.6171,SELL
324.55,329,318.24,324.36,8335.416861,2697712.83585,SELL
324.23,333.99,322.74,325.5,11276.27248,3708999.24526,SELL
326.45,332.9,320,330.22,13703.077968,4480851.92026,SELL
329.96,344.17,328.8,338.38,15373.399892,5203136.77313,SELL
338.37,353.1,336.27,349.99,14288.796653,4939529.95993,SELL
349.99,352.15,340.4,342.16,7243.125425,2499064.57612,SELL
342.16,347.75,340.6,345.39,3771.032489,1296519.13654,SELL
346.19,366.35,343.4,364.77,10537.159478,3748470.5459,SELL
365.37,377.77,357.3,366.43,19273.0746,7115956.1887,SELL
366.43,371.52,360.28,370.65,7702.421819,2822907.46042,SELL
370.09,434.8,369.85,426.63,44040.402096,17871040.728,BUY
426.64,453.92,381.55,420.93,49884.511982,20957839.4839,BUY
417.85,420.3,382.95,399.98,21657.710435,8618642.11575,BUY
399.97,407.22,369,376.99,14428.769071,5525789.75659,BUY
376.97,395,375,389.86,9680.492255,3730346.78523,BUY
389.86,415,375,387.69,24309.439188,9628351.64284,BUY
388.72,394.64,371,374.88,15205.255952,5772940.68508,SELL
374.87,386.39,371.7,379.03,8984.981223,3409337.03345,BUY
379.04,381.8,351.8,356.47,16380.8947,5954791.01528,SELL
356.47,358.49,342.05,351.2,15248.886563,5360658.51198,SELL
351.19,365.93,350.7,353.12,6705.697686,2407839.64072,SELL
354.29,373.5,353.01,367.17,7971.84683,2896321.79549,SELL
367.17,389.99,366.67,375.99,19079.676733,7206180.91499,HOLD
375.99,395.11,374.31,377.37,16156.695212,6195698.41521,HOLD
377.05,379.22,363.38,368.5,13021.294046,4825575.61152,SELL
368.5,375.33,366.37,369.98,6218.389734,2307892.37887,HOLD
369.98,381.34,358,376.86,13791.867242,5100953.84194,HOLD
376,386.6,372.25,375.49,7252.091965,2748569.58156,BUY
375.48,381.99,373.32,377.01,3085.298787,1160359.58724,HOLD
376.09,382.31,373.03,376.53,6937.824967,2625160.47749,BUY
376.53,382.86,375.23,379.52,6550.778983,2487514.39707,BUY
379.52,383,374.01,375.33,8457.231147,3204081.61339,BUY
376.61,378.99,360,369.16,12332.873307,4546438.85034,BUY
369.89,377.89,365.61,376,8600.514631,3203112.91822,BUY
376,376.99,371.31,374.38,2386.128783,894008.225814,BUY
375.05,377.5,373.16,377.26,2490.668347,936741.114263,BUY
376.03,377.26,359.01,361.3,12336.729267,4528582.66644,BUY
362.74,364.59,343.97,352.03,19034.121807,6685314.68418,BUY
352.02,353.74,345,345.21,6964.188478,2437132.71574,BUY
345.22,364.43,339.8,348.9,16159.747146,5712842.58046,BUY
348.88,358.59,348,352.24,8079.630218,2860769.86053,BUY
353.33,354.41,347.03,351.67,3845.242827,1346557.25798,BUY
351.67,359.3,347.44,356.52,6538.893096,2314586.5048,BUY
357.3,357.3,346.21,349,8092.841381,2839870.56186,BUY
348.85,349.35,327.34,329.05,18183.371924,6139498.8737,BUY
329.05,335.99,315.23,322,22891.993641,7391844.78026,SELL
321.96,325.61,304.99,312.67,21603.612785,6776835.32501,SELL
312.65,320,307.11,318.33,15995.618914,5011565.2899,SELL
318.58,333,316.52,331.79,11378.888509,3695215.83026,BUY
331.77,332.31,318.78,320.01,6358.082484,2062985.82488,BUY
320.88,333.99,319.9,331.56,11812.766426,3877621.71857,BUY
332.52,338.99,327.49,336.92,7679.774009,2563296.10119,BUY
336.9,336.9,320.92,323.06,5884.875998,1936038.27985,BUY
323.03,323.72,316.63,319.86,3888.24815,1242750.8714,BUY
319.85,332,316.64,328.27,6406.264429,2086629.68725,BUY
329.31,329.31,311.63,316.47,8687.535557,2761873.30894,BUY
316.48,319.56,311.22,317.64,4121.075854,1299017.97659,BUY
317.64,320.14,310.26,313.01,6929.626204,2179989.77272,BUY
313.36,316.77,310,311.07,8885.659782,2777323.38552,HOLD
311.1,321,310.69,321,6338.20112,2002286.38887,HOLD
321,321,312.6,313.81,3087.436554,974509.578236,HOLD
313.82,317.01,311.96,315.42,3468.281375,1092445.6807,BUY
315.42,316.58,280,282,21752.719146,6475951.8703,BUY
280,289.39,255,264,41441.278553,11266762.6314,HOLD
264.55,280,264.07,276.8,9528.271002,2596897.87088,BUY
0,0,0,0,0,0,HOLD
0,0,0,0,0,0,HOLD
0,0,0,0,0,0,HOLD
272.45,305,272.45,293.97,9914.249594,2898085.3911,BUY
293.89,295,271.03,275.59,29448.777845,8367179.25568,BUY
275.6,280.94,262.08,266.39,12758.949044,3480736.97954,BUY
266.34,272.43,263.54,267.42,10478.250214,2823903.11065,BUY
267.1,268.15,216,227,60556.162717,14289366.8063,BUY
227.01,230.89,152.4,171.41,124188.885083,23576265.1934,SELL
172,233.9,168.5,210.98,83488.416185,17311108.4236,SELL
210.69,223.15,198.04,208.03,34723.348352,7316818.68209,SELL
208.02,212.84,192.17,199.69,19121.889479,3838117.35154,SELL
199.69,222,195.02,211.85,18205.180361,3818886.27733,SELL
211.8,220.94,207.7,216.34,13037.399109,2781606.65696,SELL
216.01,216.81,201.98,210.65,14129.240186,2974516.45879,SELL
211.94,228.9,205,227.16,23160.65691,5023355.43193,SELL
227.75,239,226.01,234.08,25405.329613,5911624.89606,HOLD
234.08,240,225.55,233.64,15268.268486,3544720.28079,HOLD
233.42,249.99,230.03,249.19,13793.776479,3338886.07402,BUY
249.33,257,241.33,255.31,28760.928427,7179902.22158,BUY
254.67,309.9,254.67,274.8,55829.613594,15755918.6845,BUY
274.76,278.51,243.1,263.98,21159.826276,5464232.27758,BUY
263.97,266.45,225.91,236.07,28092.334733,6890538.54067,BUY
236.07,242.18,220,235.79,26012.16941,6035005.43064,BUY
235.12,244.98,225.52,228.98,20614.836943,4831205.30385,BUY
228.96,234.8,215.75,216.9,19208.279053,4374363.51112,HOLD
218.04,233,208.48,226.93,18408.252621,4078716.73555,SELL
226.93,241.98,221.79,238.47,15612.794899,3578794.01226,BUY
238.38,244.39,223.79,227.99,17499.533241,4116764.15076,BUY
227.94,231,220.02,227,14983.463982,3372160.11679,BUY
226.93,229,210.43,216.81,12982.785958,2852443.59382,HOLD
216.46,225.86,210.59,223.37,10951.787094,2404228.18448,SELL
223.44,231.14,221.77,228.3,9663.67431,2194651.3564,SELL
228.78,232.89,217.28,223.88,13775.009494,3096894.55262,SELL
223.92,225.99,215,220.9,19473.956647,4275773.10618,SELL
220.91,222,215,220.42,6882.646844,1504640.63791,SELL
220.42,223.43,217.99,219.55,10676.293077,2361490.24513,SELL
219.57,223.09,218.01,223,6964.606367,1540080.48397,SELL
223.02,242.35,221.37,237,21412.459024,5014286.35364,SELL
237,259.31,236.9,256.99,19824.753054,4942602.43037,BUY
256.81,267.92,227.75,235.63,29173.270992,7227263.01218,BUY
235.61,241.23,229.2,234.7,12394.829406,2925051.28849,HOLD
234.69,248.78,232.01,244.7,13121.541129,3166380.86336,HOLD
244.6,247,232.01,237.37,12821.911619,3064757.58088,HOLD
237.37,245.01,235.59,240.59,8704.339728,2090012.91753,BUY
240.61,249.32,239.41,245.48,9342.689255,2290057.56292,SELL
245,247.8,244,245.41,2982.212005,732440.425557,SELL
245.84,247.42,232.48,236.5,7751.749716,1843120.11794,SELL
236.46,241,232.05,239.65,6327.726475,1496364.76943,SELL
239.63,240.97,236.07,239.55,5144.113557,1229421.64863,SELL
239.53,240.98,236,237.97,3810.535041,907834.231337,SELL
237.99,238.55,234.01,236.84,5492.008014,1298613.31274,SELL
236.83,256.15,236.16,252.78,22012.003371,5507409.53415,SELL
252.29,254.56,245.2,253.47,5626.628324,1412930.80272,SELL
253.45,260.25,245,258.34,9678.17856,2449261.44381,SELL
257.95,277,255.61,274.93,18015.259794,4790016.83455,SELL
275.95,284.95,265.89,281,20977.320876,5763892.94655,SELL
281.03,283.88,264.94,270.78,14313.166893,3941761.01548,SELL
270.72,280.5,262.2,273.09,11428.338457,3088968.38092,SELL
273.46,276.46,269,272.68,6853.279915,1868631.26252,SELL
272.61,279.48,270,276.71,5716.654776,1571766.97581,SELL
276.71,277.57,271.12,275,4430.690795,1216001.24624,SELL
275,289,274.17,287.12,11996.318785,3393640.01957,SELL
287.12,296.8,283.96,290,13129.060902,3822987.80302,BUY
290,296.79,285.83,296.54,6737.503003,1968122.22007,BUY
296.29,297.95,289,295.31,7880.673966,2320925.64643,BUY
295.66,295.66,282.99,283.25,9610.549402,2778237.51789,BUY
283.25,287.69,280.46,282.01,5375.799727,1526532.93541,BUY
282.36,287.75,281.42,286.75,2430.045679,693038.730062,BUY
286.79,294.26,285.78,289.27,6499.918273,1890019.15363,BUY
289.27,292.99,281.9,282.8,6447.419553,1857832.0724,BUY
282.8,284,249.02,256.45,21654.682071,5786009.62505,BUY
256.59,265.95,249,261.81,15017.741718,3882043.19314,BUY
261.97,265.27,257,261.96,5678.380042,1481038.5107,BUY
261.92,262.49,256.25,260,4623.894872,1199545.59147,BUY
260,272,259.24,267.74,5976.838525,1583898.50776,BUY
268.28,270.07,259.5,265.94,8658.472904,2302945.49323,BUY
265.98,266.52,241.84,245,19052.729708,4762656.86331,BUY
245.29,250,236.4,246.94,12881.632767,3137193.3752,HOLD
246.99,253.75,244.91,249.23,8385.937233,2101550.47546,HOLD
249.23,250.52,245.12,247.94,6089.846381,1509888.94521,SELL
247.93,253.83,247.25,252.87,5685.639559,1428455.71168,HOLD
252.91,252.96,239.96,242,6690.228389,1632793.76689,SELL
242.41,248.86,236.52,247.95,7951.747138,1947589.0799,SELL
247.95,248.59,238.55,244.24,8114.089557,1977179.96429,SELL
243.93,246.83,239.32,246.69,6226.016464,1513600.94915,SELL
246.68,256.96,244.52,253.28,9806.822203,2453663.5292,BUY
253.22,256.67,251.23,254.19,5048.577376,1283171.17403,BUY
254.19,255.85,250.76,253.7,2769.281658,700284.507629,BUY
253.6,261,251.65,260.54,5759.36016,1479483.35865,BUY
260.57,262.98,254,255.58,5960.677633,1535495.47311,BUY
255.54,256.62,251.5,253.72,6010.267582,1528033.96067,BUY
253.71,254.96,243.06,244.58,11663.656155,2878711.71831,BUY
244.84,246.3,238.47,243.43,7943.710541,1932557.63942,BUY
243.75,243.94,231,235.99,11549.630656,2728444.28803,BUY
235.99,239.42,233,236.15,4108.504001,970132.100324,BUY
236.09,237.5,233.42,236.5,3173.327651,749346.731159,BUY
236.42,236.9,219.64,223.15,13924.226706,3188473.50037,BUY
222.97,224.79,210,215.8,18582.189575,4046514.40481,SELL
215.78,222.88,214.05,222.88,9949.324421,2188510.27601,SELL
222.83,229.67,222.44,227.5,10834.873287,2456157.8254,SELL
227.36,228.29,220,222.6,7928.3954,1772380.4767,SELL
222.6,224.72,220.32,223.4,4620.315579,1028922.57173,SELL
223.35,227.35,221.91,222.54,5901.495676,1326434.66738,BUY
222.54,226.51,221.43,224.3,5966.861239,1338160.67834,HOLD
224.3,236,223.91,235.74,9923.67825,2272979.66723,BUY
235.71,238.64,229.1,233.45,10710.50024,2519188.9279,BUY
233.25,236.22,232.01,235.98,8352.857322,1958492.8358,HOLD
235.61,236,228,230.24,8543.667107,1975149.01399,SELL
231.04,232.29,225.7,226.12,5286.098594,1206594.83502,SELL
226.12,227.26,214.98,219.52,11238.356288,2465554.22027,SELL
219.52,229.93,217.52,227.23,13816.491481,3078036.48504,SELL
227.17,227.56,221.45,225.16,9345.783207,2100833.72695,SELL
225.18,226.99,221.81,225.48,8668.36065,1948799.37637,SELL
225.5,240,224.6,236.2,12490.202359,2913475.41001,HOLD
236.47,239.23,230.51,231,6687.123359,1569832.92734,SELL
231.05,234.9,229.87,233.83,4350.059068,1011094.6847,SELL
233.83,242.25,232.31,239,4407.814167,1053978.38668,HOLD
239.73,242.2,236.07,238.34,7504.688754,1790508.83079,HOLD
238.22,238.78,229.66,235.12,8621.547319,2014039.52955,SELL
235.18,235.94,227.01,228.49,8623.827212,2008359.39636,SELL
